CodMun,Favela,Cortico,Lote_Irr,Ocupacao
2804409,Sim,Não,Sim,Não
2804458,Não,Não,Sim,Não
2804508,Não,Não,Não,Sim
2804607,-,-,-,-
2804706,-,-,-,-
2804805,Sim,Não,Sim,Sim
2804904,Não,Não,Sim,Não
2805000,-,-,-,-
2805109,Não,Não,Sim,Não
2805208,-,-,-,-
2805307,Sim,Não,Sim,Sim
2805406,-,-,-,-
2805505,Não,Não,Sim,Não
2805604,-,-,-,-
2805703,Não,Não,Sim,Não
2805802,Sim,Não,Sim,Não
2805901,Não,Não,Sim,Sim
2806008,Não,Não,Sim,Não
2806107,Não,Não,Sim,Sim
2806206,Não,Não,Sim,Não
2806305,-,-,-,-
2806404,Sim,Não,Sim,Não
2806503,Não,Não,Sim,Não
2806602,Sim,Não,Sim,Sim
2806701,Sim,Não,Sim,Sim
2806800,Não,Não,Sim,Sim
2806909,-,-,-,-
2807006,-,-,-,-
2807105,Sim,Não,Sim,Não
2807204,-,-,-,-
2807303,-,-,-,-
2807402,Não,Não,Sim,Não
2807501,Não,Não,Sim,Não
2807600,Sim,Não,Sim,Não
2900108,Não,Sim,Sim,Não
2900207,Não,Sim,Não,Não
2900306,Não,Não,Sim,Não
2900355,Não,Não,Sim,Não
2900405,Não,Não,Sim,Não
2900504,Não,Não,Sim,Não
2900603,Não,Não,Sim,Não
2900702,Sim,Não,Sim,Não
2900801,Sim,Não,Sim,Não
2900900,Não,Sim,Sim,Não
2901007,Sim,Não,Não,Não
2901106,Não,Não,Sim,Não
2901155,Sim,Sim,Não,Não
2901205,Não,Não,Sim,Não
2901304,-,-,-,-
2901353,Não,Não,Sim,Não
2901403,-,-,-,-
2901502,Não,Não,Não,Sim
2901601,Não,Não,Não,Sim
2901700,Não,Não,Sim,Não
2901809,Não,Não,Sim,Não
2901908,-,-,-,-
2901957,Sim,Não,Sim,Não
2902005,-,-,-,-
2902054,Não,Não,Sim,Não
2902104,Sim,Não,Não,Não
2902203,Não,Não,Sim,Sim
2902252,Não,Não,Sim,Não
2902302,Sim,Sim,Não,Não
2902401,Sim,Sim,Sim,Sim
2902500,Não,Sim,Sim,Não
2902609,Não,Sim,Sim,Sim
2902658,-,-,-,-
2902708,Não,Não,Sim,Não
2902807,Não,Não,Sim,Não
2902906,-,-,-,-
2903003,-,-,-,-
2903102,Não,Não,Sim,Não
2903201,Sim,Sim,Sim,Não
2903235,-,-,-,-
2903276,-,-,-,-
2903300,Não,Não,Sim,Sim
2903409,Não,Não,Sim,Sim
2903508,-,-,-,-
2903607,Não,Não,Sim,Não
2903706,Sim,Sim,Não,Não
2903805,Não,Sim,Sim,Sim
2903904,Sim,Sim,Não,Não
2903953,Não,Não,Sim,Não
2904001,Não,Não,Sim,Não
2904050,Não,Sim,Sim,Não
2904100,Não,Sim,Não,Não
2904209,Não,Sim,Não,Não
2904308,Não,Não,Sim,Não
2904407,Não,Não,Sim,Não
2904506,-,-,-,-
2904605,Não,Não,Sim,Não
2904704,Sim,Sim,Sim,Sim
2904753,-,-,-,-
2904803,Sim,Não,Sim,Não
2904852,Não,Não,Sim,Não
2904902,Não,Não,Sim,Não
2905008,-,-,-,-
2905107,-,-,-,-
2905156,-,-,-,-
2905206,-,-,-,-
2905305,Não,Não,Sim,Não
2905404,Sim,Sim,Sim,Sim
2905503,-,-,-,-
2905602,Sim,Não,Sim,Sim
2905701,Sim,Não,Sim,Não
2905800,Não,Não,Não,Sim
2905909,Sim,Sim,Sim,Sim
2906006,Não,Não,Sim,Não
2906105,Não,Não,Sim,Não
2906204,-,-,-,-
2906303,Sim,Sim,Sim,Sim
2906402,Não,Não,Sim,Não
2906501,Sim,Sim,Sim,Sim
2906600,Não,Não,Sim,Não
2906709,Não,Não,Sim,Não
2906808,-,-,-,-
2906824,Sim,Não,Sim,Não
2906857,-,-,-,-
2906873,Não,Sim,Sim,Sim
2906899,-,-,-,-
2906907,Não,Não,Sim,Não
2907004,Não,Não,Sim,Não
2907103,Sim,Sim,Sim,Sim
2907202,Não,Não,Sim,Não
2907301,Não,Sim,Não,Não
2907400,Não,Sim,Sim,Não
2907509,Não,Não,Sim,Não
2907558,Não,Não,Sim,Não
2907608,Não,Não,Sim,Não
2907707,-,-,-,-
2907806,Não,Não,Sim,Não
2907905,-,-,-,-
2908002,Não,Não,Sim,Sim
2908101,-,-,-,-
2908200,Não,Sim,Sim,Não
2908309,Não,Não,Sim,Não
2908408,Não,Não,Sim,Não
2908507,Não,Não,Sim,Não
2908606,Não,Não,Sim,Não
2908705,-,-,-,-
2908804,-,-,-,-
2908903,Não,Não,Sim,Não
2909000,Não,Não,Sim,Não
2909109,-,-,-,-
2909208,Não,Não,Sim,Não
2909307,Sim,Sim,Sim,Não
2909406,-,-,-,-
2909505,Não,Não,Sim,Não
2909604,Não,Não,Sim,Não
2909703,Não,Não,Sim,Não
2909802,Não,Sim,Não,Não
2909901,Não,Não,Sim,Sim
2910008,-,-,-,-
2910057,Não,Não,Sim,Não
2910107,Não,Não,Sim,Não
2910206,Sim,Não,Sim,Não
2910305,Não,Não,Sim,Não
2910404,Não,Não,Sim,Sim
2910503,Não,Não,Sim,Não
2910602,Sim,Sim,Sim,Sim
2910701,Não,Não,Sim,Não
2910727,Não,Não,Sim,Sim
2910750,-,-,-,-
2910776,-,-,-,-
2910800,Sim,Sim,Sim,Sim
2910859,-,-,-,-
2910909,-,-,-,-
2911006,Sim,Não,Sim,Sim
2911105,Sim,Sim,Não,Sim
2911204,Sim,Não,Não,Sim
2911253,Não,Não,Sim,Sim
2911303,-,-,-,-
2911402,Não,Não,Sim,Não
2911501,Não,Não,Sim,Não
2911600,Não,Não,Sim,Não
2911659,-,-,-,-
2911709,Não,Sim,Sim,Não
2911808,Não,Sim,Sim,Sim
2911857,-,-,-,-
2911907,-,-,-,-
2912004,Não,Não,Sim,Não
2912103,-,-,-,-
2912202,-,-,-,-
2912301,-,-,-,-
2912400,Não,Não,Sim,Não
2912509,Não,Não,Sim,Não
2912608,Sim,Sim,Não,Sim
2912707,Sim,Não,Não,Não
2912806,-,-,-,-
2912905,Não,Não,Sim,Não
2913002,-,-,-,-
2913101,-,-,-,-
2913200,Não,Sim,Sim,Não
2913309,Não,Não,Sim,Sim
2913408,-,-,-,-
2913457,-,-,-,-
2913507,-,-,-,-
2913606,Sim,Sim,Sim,Sim
2913705,Não,Não,Sim,Não
2913804,Não,Não,Sim,Sim
2913903,Não,Sim,Sim,Não
2914000,-,-,-,-
2914109,-,-,-,-
2914208,-,-,-,-
2914307,Não,Não,Sim,Não
2914406,-,-,-,-
2914505,-,-,-,-
2914604,Não,Sim,Sim,Não
2914653,Sim,Não,Sim,Sim
2914703,Não,Sim,Sim,Não
2914802,Sim,Sim,Sim,Não
2914901,Sim,Sim,Sim,Sim
2915007,-,-,-,-
2915106,Não,Não,Sim,Não
2915205,Não,Não,Sim,Não
2915304,Não,Sim,Sim,Não
2915353,-,-,-,-
2915403,Não,Sim,Sim,Não
2915502,Sim,Sim,Não,Não
2915601,Sim,Não,Sim,Sim
2915700,-,-,-,-
2915809,Não,Não,Sim,Não
2915908,Sim,Não,Sim,Não
2916005,Não,Não,Sim,Não
2916104,Não,Sim,Sim,Não
2916203,-,-,-,-
2916302,-,-,-,-
2916401,Não,Não,Sim,Não
2916500,-,-,-,-
2916609,Sim,Não,Não,Não
2916708,Sim,Sim,Não,Não
2916807,Não,Não,Sim,Sim
2916856,Sim,Não,Sim,Não
2916906,-,-,-,-
2917003,Sim,Sim,Sim,Sim
2917102,Não,Não,Sim,Não
2917201,-,-,-,-
2917300,Sim,Não,Sim,Não
2917334,-,-,-,-
2917359,Não,Não,Sim,Não
2917409,-,-,-,-
2917508,Não,Não,Sim,Sim
2917607,Sim,Sim,Não,Sim
2917706,Não,Não,Sim,Não
2917805,Sim,Sim,Não,Não
2917904,Sim,Não,Não,Não
2918001,Não,Não,Sim,Não
2918100,-,-,-,-
2918209,Não,Não,Sim,Não
2918308,Não,Não,Sim,Não
2918357,-,-,-,-
2918407,Não,Não,Sim,Não
2918456,Não,Não,Sim,Não
2918506,-,-,-,-
2918555,Sim,Não,Sim,Não
2918605,Não,Sim,Não,Não
2918704,Não,Não,Sim,Não
2918753,-,-,-,-
2918803,-,-,-,-
2918902,-,-,-,-
2919009,-,-,-,-
2919058,Não,Não,Sim,Não
2919108,-,-,-,-
2919157,-,-,-,-
2919207,Sim,Sim,Sim,Sim
2919306,Não,Não,Sim,Não
2919405,-,-,-,-
2919504,Não,Não,Sim,Não
2919553,Não,Não,Sim,Sim
2919603,Não,Não,Sim,Não
2919702,-,-,-,-
2919801,Não,Não,Sim,Não
2919900,Não,Não,Sim,Não
2919926,Não,Não,Sim,Não
2919959,-,-,-,-
2920007,Não,Sim,Sim,Não
2920106,Sim,Sim,Não,Não
2920205,Sim,Sim,Sim,Sim
2920304,-,-,-,-
2920403,-,-,-,-
2920452,-,-,-,-
2920502,Não,Não,Sim,Não
2920601,Não,Sim,Sim,Sim
2920700,Não,Não,Sim,Não
2920809,Não,Sim,Não,Não
2920908,Sim,Não,Sim,Não
2921005,Sim,Não,Sim,Sim
2921054,Não,Não,Não,Sim
2921104,Não,Não,Sim,Sim
2921203,Sim,Não,Não,Não
2921302,Não,Não,Sim,Não
2921401,Não,Não,Sim,Não
2921450,-,-,-,-
2921500,Não,Não,Sim,Sim
2921609,Não,Não,Sim,Não
2921708,Sim,Não,Sim,Não
2921807,Não,Não,Sim,Não
2921906,-,-,-,-
2922003,Não,Não,Sim,Não
2922052,Não,Não,Sim,Não
2922102,Não,Não,Sim,Não
2922201,Sim,Não,Não,Não
2922250,Não,Não,Sim,Não
2922300,-,-,-,-
2922409,Sim,Sim,Não,Não
2922508,Sim,Não,Sim,Não
2922607,Sim,Sim,Sim,Sim
2922656,-,-,-,-
2922706,Não,Sim,Não,Não
2922730,Não,Sim,Não,Não
2922755,-,-,-,-
2922805,-,-,-,-
2922854,-,-,-,-
2922904,-,-,-,-
2923001,Não,Não,Sim,Não
2923035,-,-,-,-
2923050,Não,Não,Sim,Não
2923100,Não,Não,Sim,Não
2923209,Não,Não,Sim,Não
2923308,Não,Não,Sim,Não
2923357,-,-,-,-
2923407,Sim,Sim,Não,Não
2923506,Não,Não,Não,Sim
2923605,Não,Sim,Sim,Não
2923704,Sim,Não,Sim,Não
2923803,Não,Não,Sim,Não
2923902,Não,Sim,Sim,Não
2924009,Não,Não,Sim,Não
2924058,Não,Não,Sim,Não
2924108,Não,Não,Sim,Não
2924207,-,-,-,-
2924306,Não,Sim,Sim,Não
2924405,Não,Não,Sim,Não
2924504,-,-,-,-
2924603,-,-,-,-
2924652,-,-,-,-
2924678,Sim,Não,Sim,Não
2924702,Não,Não,Sim,Não
2924801,-,-,-,-
2924900,Não,Não,Sim,Não
2925006,Não,Não,Sim,Não
2925105,Sim,Não,Sim,Sim
2925204,Sim,Não,Sim,Não
2925253,Não,Não,Sim,Sim
2925303,Sim,Sim,Sim,Não
2925402,-,-,-,-
2925501,Não,Sim,Sim,Não
2925600,-,-,-,-
2925709,Não,Não,Sim,Não
2925758,Sim,Não,Sim,Não
2925808,Não,Sim,Sim,Sim
2925907,Não,Não,Sim,Sim
2925931,Não,Não,Sim,Não
2925956,Não,Não,Sim,Não
2926004,Sim,Não,Sim,Sim
2926103,-,-,-,-
2926202,Não,Não,Sim,Não
2926301,Sim,Não,Sim,Sim
2926400,Não,Não,Sim,Não
2926509,Não,Não,Sim,Não
2926608,Não,Não,Sim,Não
2926657,Não,Sim,Não,Não
2926707,Não,Não,Sim,Não
2926806,Não,Não,Sim,Não
2926905,Não,Sim,Sim,Não
2927002,Não,Não,Sim,Não
2927101,-,-,-,-
2927200,Sim,Sim,Sim,Sim
2927309,Não,Não,Sim,Não
2927408,Sim,Sim,Sim,Sim
2927507,Não,Não,Sim,Não
2927606,Não,Sim,Não,Não
2927705,Não,Não,Sim,Não
2927804,Não,Sim,Não,Não
2927903,Não,Não,Sim,Não
2928000,Não,Não,Sim,Não
2928059,Sim,Sim,Sim,Sim
2928109,Não,Não,Sim,Não
2928208,-,-,-,-
2928307,Não,Não,Sim,Não
2928406,Não,Não,Sim,Não
2928505,Não,Não,Sim,Não
2928604,Sim,Sim,Sim,Não
2928703,Sim,Sim,Sim,Não
2928802,Não,Não,Sim,Sim
2928901,-,-,-,-
2928950,-,-,-,-
2929008,Não,Não,Sim,Não
2929057,-,-,-,-
2929107,Sim,Não,Sim,Não
2929206,Sim,Não,Sim,Não
2929255,-,-,-,-
2929305,Não,Não,Sim,Não
2929354,Não,Não,Sim,Sim
2929370,-,-,-,-
2929404,-,-,-,-
2929503,Sim,Não,Sim,Não
2929602,Não,Não,Sim,Não
2929701,Sim,Sim,Sim,Não
2929750,Não,Não,Não,Sim
2929800,-,-,-,-
2929909,Não,Não,Sim,Não
2930006,-,-,-,-
2930105,-,-,-,-
2930154,Sim,Sim,Sim,Sim
2930204,Não,Não,Sim,Não
2930303,Não,Não,Não,Sim
2930402,-,-,-,-
2930501,Não,Não,Sim,Sim
2930600,-,-,-,-
2930709,Sim,Sim,Sim,Não
2930758,Não,Não,Sim,Não
2930766,Não,Não,Sim,Não
2930774,Não,Sim,Sim,Sim
2930808,Não,Não,Sim,Não
2930907,-,-,-,-
2931004,-,-,-,-
2931053,Não,Sim,Sim,Não
2931103,Sim,Não,Sim,Sim
2931202,Não,Sim,Sim,Sim
2931301,-,-,-,-
2931350,Sim,Não,Sim,Sim
2931400,Não,Não,Sim,Não
2931509,Sim,Sim,Sim,Não
2931608,Não,Não,Sim,Não
2931707,-,-,-,-
2931806,Não,Não,Sim,Não
2931905,Não,Não,Sim,Não
2932002,Não,Não,Sim,Não
2932101,Não,Sim,Sim,Não
2932200,Sim,Sim,Sim,Não
2932309,Não,Não,Sim,Sim
2932408,-,-,-,-
2932457,Não,Não,Sim,Não
2932507,Sim,Sim,Sim,Não
2932606,Não,Não,Sim,Não
2932705,Não,Não,Sim,Não
2932804,Não,Não,Sim,Não
2932903,Sim,Sim,Sim,Não
2933000,Não,Não,Sim,Sim
2933059,-,-,-,-
2933109,Não,Não,Sim,Não
2933158,Não,Não,Sim,Não
2933174,Sim,Não,Sim,Não
2933208,Sim,Sim,Sim,Não
2933257,Não,Sim,Sim,Não
2933307,Sim,Sim,Sim,Sim
2933406,Não,Sim,Sim,Não
2933455,Não,Não,Sim,Não
2933505,Sim,Sim,Sim,Não
2933604,Sim,Não,Não,Não
3100104,-,-,-,-
3100203,-,-,-,-
3100302,Não,Não,Sim,Não
3100401,Não,Não,Sim,Não
3100500,Não,Não,Sim,Não
3100609,Não,Não,Sim,Não
3100708,-,-,-,-
3100807,Não,Não,Sim,Não
3100906,Sim,Não,Não,Não
3101003,-,-,-,-
3101102,Sim,Sim,Sim,Não
3101201,-,-,-,-
3101300,-,-,-,-
3101409,-,-,-,-
3101508,Não,Não,Sim,Não
3101607,Não,Não,Sim,Não
3101631,Não,Não,Sim,Não
3101706,Não,Não,Não,Sim
3101805,Não,Não,Sim,Não
3101904,Não,Não,Sim,Não
3102001,-,-,-,-
3102050,-,-,-,-
3102100,-,-,-,-
3102209,-,-,-,-
3102308,-,-,-,-
3102407,Não,Não,Sim,Não
3102506,Não,Não,Sim,Não
3102605,Não,Não,Sim,Não
3102704,Não,Não,Sim,Não
3102803,-,-,-,-
3102852,Não,Não,Sim,Não
3102902,Não,Não,Sim,Não
3103009,Não,Sim,Sim,Não
3103108,-,-,-,-
3103207,-,-,-,-
3103306,-,-,-,-
3103405,Não,Não,Sim,Não
3103504,Não,Não,Sim,Não
3103603,Não,Não,Sim,Não
3103702,Não,Não,Sim,Não
3103751,-,-,-,-
3103801,-,-,-,-
3103900,-,-,-,-
3104007,Não,Não,Sim,Sim
3104106,-,-,-,-
3104205,Não,Sim,Não,Não
3104304,Não,Não,Sim,Não
3104403,-,-,-,-
3104452,Não,Não,Sim,Não
3104502,Não,Não,Sim,Não
3104601,-,-,-,-
3104700,Sim,Não,Sim,Não
3104809,Não,Não,Sim,Não
3104908,Não,Não,Sim,Não
3105004,Não,Não,Sim,Não
3105103,Não,Não,Não,Sim
3105202,Sim,Não,Sim,Sim
3105301,-,-,-,-
3105400,Não,Não,Sim,Não
3105509,Sim,Não,Sim,Não
3105608,Sim,Não,Sim,Não
3105707,-,-,-,-
3105905,-,-,-,-
3106002,Não,Não,Sim,Não
3106101,-,-,-,-
3106200,Sim,Não,Sim,Sim
3106309,Sim,Sim,Sim,Não
3106408,-,-,-,-
3106507,Não,Não,Sim,Não
3106606,Não,Não,Sim,Não
3106655,-,-,-,-
3106705,Sim,Sim,Sim,Sim
3106804,-,-,-,-
3106903,Não,Não,Sim,Não
3107000,-,-,-,-
3107109,Não,Não,Sim,Não
3107208,Não,Não,Sim,Não
3107307,Não,Não,Sim,Sim
3107406,-,-,-,-
3107505,-,-,-,-
3107604,Não,Não,Sim,Não
3107703,Não,Não,Sim,Não
3107802,Não,Não,Sim,Não
3107901,Não,Não,Sim,Não
3108008,-,-,-,-
3108107,-,-,-,-
3108206,Não,Não,Sim,Não
3108255,Não,Não,Sim,Não
3108305,-,-,-,-
3108404,Não,Não,Sim,Não
3108503,-,-,-,-
3108552,Não,Não,Sim,Sim
3108602,Não,Não,Sim,Não
3108701,Não,Não,Sim,Não
3108800,Não,Não,Sim,Não
3108909,-,-,-,-
3109006,Não,Não,Sim,Não
3109105,Não,Não,Sim,Não
3109204,Não,Não,Sim,Não
3109253,Não,Não,Sim,Não
3109303,-,-,-,-
3109402,Não,Sim,Sim,Não
3109451,Não,Não,Sim,Não
3109501,-,-,-,-
3109600,-,-,-,-
3109709,Não,Não,Sim,Não
3109808,-,-,-,-
3109907,Não,Não,Sim,Não
3110004,Não,Não,Sim,Não
3110103,Não,Sim,Não,Não
3110202,Sim,Não,Sim,Não
3110301,Não,Não,Sim,Não
3110400,Não,Não,Sim,Não
3110509,Não,Sim,Sim,Não
3110608,Não,Não,Sim,Sim
3110707,Não,Sim,Sim,Não
3110806,Não,Não,Sim,Não
3110905,Não,Não,Sim,Não
3111002,Não,Não,Sim,Não
3111101,Não,Não,Sim,Não
3111150,-,-,-,-
3111200,Não,Não,Sim,Sim
3111309,-,-,-,-
3111408,Não,Não,Sim,Não
3111507,-,-,-,-
3111606,-,-,-,-
3111705,-,-,-,-
3111804,Não,Não,Sim,Não
3111903,-,-,-,-
3112000,Não,Não,Sim,Não
3112059,Não,Não,Sim,Não
3112109,-,-,-,-
3112208,-,-,-,-
3112307,Não,Não,Sim,Não
3112406,-,-,-,-
3112505,Sim,Não,Sim,Não
3112604,Não,Não,Sim,Não
3112653,Não,Não,Sim,Não
3112703,Sim,Não,Sim,Não
3112802,Não,Não,Sim,Não
3112901,Não,Não,Sim,Não
3113008,Não,Não,Sim,Não
3113107,-,-,-,-
3113206,Não,Não,Sim,Não
3113305,Não,Não,Sim,Não
3113404,Não,Não,Sim,Sim
3113503,Não,Não,Sim,Não
3113602,-,-,-,-
3113701,Não,Sim,Sim,Não
3113800,Não,Não,Sim,Não
3113909,Não,Não,Sim,Não
3114006,-,-,-,-
3114105,Não,Não,Sim,Não
3114204,Não,Não,Sim,Não
3114303,-,-,-,-
3114402,-,-,-,-
3114501,Não,Não,Sim,Não
3114550,-,-,-,-
3114600,Não,Não,Sim,Não
3114709,-,-,-,-
3114808,Não,Não,Sim,Não
3114907,-,-,-,-
3115003,-,-,-,-
3115102,Não,Sim,Sim,Não
3115201,-,-,-,-
3115300,Não,Não,Sim,Não
3115359,Não,Não,Sim,Não
3115409,Não,Não,Sim,Não
3115458,Não,Não,Sim,Não
3115474,Não,Não,Sim,Não
3115508,Não,Não,Sim,Não
3115607,Não,Não,Sim,Não
3115706,Não,Não,Sim,Não
3115805,Não,Não,Sim,Não
3115904,-,-,-,-
3116001,Sim,Não,Sim,Não
3116100,Não,Não,Sim,Não
3116159,Não,Não,Sim,Não
3116209,-,-,-,-
3116308,Não,Sim,Sim,Não
3116407,Não,Não,Sim,Não
3116506,Não,Não,Sim,Não
3116605,Não,Não,Sim,Não
3116704,Não,Não,Sim,Não
3116803,Não,Não,Sim,Não
3116902,Não,Não,Não,Sim
3117009,Não,Não,Sim,Não
3117108,Não,Sim,Não,Não
3117207,-,-,-,-
3117306,Não,Não,Sim,Não
3117405,Não,Não,Sim,Não
3117504,Sim,Não,Sim,Não
3117603,-,-,-,-
3117702,-,-,-,-
3117801,Não,Não,Sim,Não
3117836,Não,Não,Sim,Não
3117876,Não,Não,Sim,Não
3117900,Não,Não,Sim,Não
3118007,Não,Não,Sim,Não
3118106,Não,Não,Sim,Não
3118205,-,-,-,-
3118304,Não,Não,Sim,Não
3118403,Não,Sim,Sim,Não
3118502,Não,Não,Sim,Não
3118601,Sim,Não,Sim,Sim
3118700,Não,Sim,Não,Não
3118809,Não,Não,Sim,Não
3118908,Não,Não,Sim,Não
3119005,Não,Não,Sim,Não
3119104,-,-,-,-
3119203,Não,Sim,Sim,Não
3119302,Não,Sim,Sim,Sim
3119401,Sim,Não,Sim,Não
3119500,Não,Não,Sim,Não
3119609,Não,Não,Não,Sim
3119708,-,-,-,-
3119807,-,-,-,-
3119906,-,-,-,-
3119955,Não,Não,Sim,Não
3120003,-,-,-,-
3120102,Não,Não,Sim,Não
3120151,Não,Não,Sim,Não
3120201,Não,Não,Sim,Não
3120300,Não,Não,Sim,Não
3120409,Não,Não,Sim,Não
3120508,Não,Não,Sim,Não
3120607,-,-,-,-
3120706,-,-,-,-
3120805,Não,Não,Sim,Não
3120839,Não,Não,Sim,Não
3120870,Não,Não,Sim,Não
3120904,Não,Não,Sim,Não
3121001,Não,Não,Sim,Não
3121100,Não,Não,Sim,Não
3121209,-,-,-,-
3121258,Não,Não,Sim,Sim
3121308,Não,Não,Sim,Não
3121407,Não,Não,Sim,Não
3121506,Não,Sim,Não,Não
3121605,Sim,Sim,Não,Não
3121704,Não,Não,Sim,Não
3121803,Não,Não,Sim,Não
3121902,Não,Não,Sim,Não
3122009,-,-,-,-
3122108,Não,Não,Sim,Não
3122207,Não,Não,Sim,Não
3122306,Não,Não,Sim,Não
3122355,Não,Não,Sim,Não
3122405,Não,Não,Sim,Não
3122454,Sim,Não,Sim,Não
3122470,Não,Não,Sim,Não
3122504,-,-,-,-
3122603,Não,Não,Sim,Não
3122702,Não,Não,Sim,Não
3122801,Não,Não,Sim,Não
3122900,Não,Não,Sim,Não
3123007,Não,Não,Sim,Não
3123106,Não,Não,Sim,Não
3123205,-,-,-,-
3123304,-,-,-,-
3123403,-,-,-,-
3123502,Não,Não,Sim,Não
3123528,-,-,-,-
3123601,Não,Não,Sim,Não
3123700,Não,Não,Sim,Não
3123809,-,-,-,-
3123858,-,-,-,-
3123908,Não,Não,Sim,Não
3124005,Não,Não,Sim,Não
3124104,Sim,Não,Sim,Sim
3124203,Não,Não,Sim,Não
3124302,Não,Não,Sim,Não
3124401,-,-,-,-
3124500,-,-,-,-
3124609,Sim,Não,Sim,Não
3124708,-,-,-,-
3124807,Não,Não,Sim,Não
3124906,Não,Não,Sim,Sim
3125002,-,-,-,-
3125101,Não,Não,Sim,Não
3125200,Não,Não,Sim,Não
3125309,-,-,-,-
3125408,Não,Não,Sim,Não
3125507,Não,Não,Sim,Não
3125606,Não,Não,Sim,Não
3125705,Não,Não,Sim,Não
3125804,-,-,-,-
3125903,Não,Não,Sim,Não
3125952,-,-,-,-
3126000,Não,Não,Sim,Não
3126109,Não,Não,Sim,Não
3126208,Não,Sim,Sim,Não
3126307,Não,Não,Sim,Não
3126406,Não,Não,Sim,Não
3126505,Não,Não,Sim,Não
3126604,Não,Não,Sim,Não
3126703,Não,Não,Sim,Não
3126752,Não,Não,Sim,Não
3126802,-,-,-,-
3126901,Não,Sim,Sim,Não
3126950,Não,Não,Sim,Não
3127008,Não,Não,Sim,Sim
3127057,Não,Não,Sim,Não
3127073,Não,Não,Sim,Não
3127107,Não,Não,Sim,Sim
3127206,Não,Não,Sim,Sim
3127305,Não,Não,Sim,Não
3127339,Não,Não,Sim,Não
3127354,Não,Não,Sim,Não
3127370,Não,Não,Sim,Não
3127388,-,-,-,-
3127404,-,-,-,-
3127503,Não,Não,Sim,Não
3127602,Não,Não,Sim,Não
3127701,Sim,Sim,Sim,Não
3127800,Não,Não,Sim,Não
3127909,-,-,-,-
3128006,Não,Não,Sim,Não
3128105,-,-,-,-
3128204,Não,Não,Sim,Não
3128253,Não,Não,Sim,Não
3128303,-,-,-,-
3128402,-,-,-,-
3128501,-,-,-,-
3128600,-,-,-,-
3128709,Não,Sim,Sim,Não
3128808,-,-,-,-
3128907,Não,Não,Sim,Não
3129004,-,-,-,-
3129103,Não,Não,Sim,Não
3129202,-,-,-,-
3129301,-,-,-,-
3129400,Não,Não,Sim,Não
3129509,-,-,-,-
3129608,Não,Não,Sim,Não
3129657,-,-,-,-
3129707,-,-,-,-
3129806,Sim,Não,Sim,Sim
3129905,Não,Não,Sim,Não
3130002,-,-,-,-
3130051,-,-,-,-
3130101,Sim,Não,Sim,Não
3130200,Não,Não,Sim,Não
3130309,Não,Não,Sim,Sim
3130408,Não,Sim,Sim,Não
3130507,-,-,-,-
3130556,-,-,-,-
3130606,Não,Não,Sim,Não
3130655,-,-,-,-
3130705,Não,Não,Sim,Não
3130804,-,-,-,-
3130903,Não,Não,Sim,Não
3131000,-,-,-,-
3131109,-,-,-,-
3131158,Não,Não,Sim,Sim
3131208,Não,Não,Sim,Não
3131307,Não,Não,Sim,Não
3131406,Não,Não,Sim,Não
3131505,Não,Não,Sim,Não
3131604,-,-,-,-
3131703,Não,Não,Sim,Sim
3131802,Não,Não,Sim,Não
3131901,Não,Não,Sim,Não
3132008,Não,Não,Sim,Não
3132107,Não,Não,Sim,Não
3132206,Não,Não,Sim,Não
3132305,Não,Não,Sim,Não
3132404,-,-,-,-
3132503,Sim,Não,Sim,Não
3132602,-,-,-,-
3132701,Sim,Não,Sim,Não
3132800,Não,Não,Sim,Não
3132909,-,-,-,-
3133006,Não,Sim,Sim,Não
3133105,-,-,-,-
3133204,Não,Não,Sim,Não
3133303,Não,Não,Sim,Não
3133402,-,-,-,-
3133501,-,-,-,-
3133600,Não,Não,Sim,Não
3133709,Não,Não,Sim,Não
3133758,-,-,-,-
3133808,Não,Não,Não,Sim
3133907,-,-,-,-
3134004,Não,Não,Sim,Não
3134103,Não,Não,Sim,Sim
3134202,Não,Não,Sim,Sim
3134301,Não,Sim,Sim,Não
3134400,Não,Não,Sim,Não
3134509,Não,Não,Sim,Não
3134608,Não,Não,Sim,Não
3134707,Sim,Não,Sim,Sim
3134806,-,-,-,-
3134905,-,-,-,-
3135001,Não,Não,Sim,Não
3135050,Não,Não,Sim,Não
3135076,Não,Não,Sim,Não
3135100,Não,Sim,Sim,Não
3135209,Sim,Não,Sim,Não
3135308,Não,Não,Sim,Não
3135357,Sim,Sim,Não,Não
3135407,Não,Não,Sim,Não
3135456,Não,Não,Sim,Não
3135506,Não,Não,Sim,Não
3135605,-,-,-,-
3135704,-,-,-,-
3135803,Não,Não,Não,Sim
3135902,Não,Não,Sim,Não
3136009,Sim,Não,Sim,Não
3136108,Sim,Não,Sim,Sim
3136207,Não,Não,Sim,Sim
3136306,Sim,Não,Sim,Não
3136405,-,-,-,-
3136504,Não,Não,Sim,Não
3136520,-,-,-,-
3136553,Não,Não,Sim,Não
3136579,Não,Não,Sim,Não
3136603,Não,Não,Sim,Não
3136652,Não,Não,Sim,Não
3136702,Sim,Não,Sim,Não
3136801,Não,Não,Sim,Não
3136900,-,-,-,-
3136959,Não,Não,Sim,Sim
3137007,Não,Não,Sim,Não
3137106,-,-,-,-
3137205,-,-,-,-
3137304,-,-,-,-
3137403,Não,Sim,Sim,Não
