CodMun,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen
4300208,Não,-,-,-,-,-,-,-,-,-,-,-
4300307,Não,-,-,-,-,-,-,-,-,-,-,-
4300406,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4300455,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
4300471,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4300505,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4300554,Não,-,-,-,-,-,-,-,-,-,-,-
4300570,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4300604,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4300638,Não,-,-,-,-,-,-,-,-,-,-,-
4300646,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4300661,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4300703,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4300802,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4300851,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
4300877,Não,-,-,-,-,-,-,-,-,-,-,-
4300901,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4301008,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
4301057,Não,-,-,-,-,-,-,-,-,-,-,-
4301073,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4301107,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
4301206,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4301305,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4301404,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
4301503,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4301552,Não,-,-,-,-,-,-,-,-,-,-,-
4301602,Não,-,-,-,-,-,-,-,-,-,-,-
4301636,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4301651,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4301701,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4301750,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4301800,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
4301859,Não,-,-,-,-,-,-,-,-,-,-,-
4301875,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4301909,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4301925,Não,-,-,-,-,-,-,-,-,-,-,-
4301958,Não,-,-,-,-,-,-,-,-,-,-,-
4302006,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
4302055,Não,-,-,-,-,-,-,-,-,-,-,-
4302105,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não
4302154,Não,-,-,-,-,-,-,-,-,-,-,-
4302204,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim
4302220,Não,-,-,-,-,-,-,-,-,-,-,-
4302238,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4302253,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
4302303,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4302352,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4302378,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4302402,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
4302451,Não,-,-,-,-,-,-,-,-,-,-,-
4302501,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4302584,Não,-,-,-,-,-,-,-,-,-,-,-
4302600,Não,-,-,-,-,-,-,-,-,-,-,-
4302659,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4302709,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
4302808,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4302907,Não,-,-,-,-,-,-,-,-,-,-,-
4303004,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
4303103,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4303202,Não,-,-,-,-,-,-,-,-,-,-,-
4303301,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
4303400,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4303509,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4303558,Não,-,-,-,-,-,-,-,-,-,-,-
4303608,Não,-,-,-,-,-,-,-,-,-,-,-
4303673,Não,-,-,-,-,-,-,-,-,-,-,-
4303707,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4303806,Não,-,-,-,-,-,-,-,-,-,-,-
4303905,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
4304002,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4304101,Não,-,-,-,-,-,-,-,-,-,-,-
4304200,Não,-,-,-,-,-,-,-,-,-,-,-
4304309,Não,-,-,-,-,-,-,-,-,-,-,-
4304358,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
4304408,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4304507,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4304606,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4304614,Não,-,-,-,-,-,-,-,-,-,-,-
4304622,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim
4304630,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4304655,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4304663,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
4304671,Não,-,-,-,-,-,-,-,-,-,-,-
4304689,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4304697,Não,-,-,-,-,-,-,-,-,-,-,-
4304705,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4304713,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4304804,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4304853,Não,-,-,-,-,-,-,-,-,-,-,-
4304903,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4304952,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4305009,Não,-,-,-,-,-,-,-,-,-,-,-
4305108,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4305116,Não,-,-,-,-,-,-,-,-,-,-,-
4305124,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4305132,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
4305157,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4305173,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
4305207,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
4305306,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
4305355,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4305371,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4305405,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4305439,Não,-,-,-,-,-,-,-,-,-,-,-
4305447,Não,-,-,-,-,-,-,-,-,-,-,-
4305454,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
4305504,Não,-,-,-,-,-,-,-,-,-,-,-
4305587,Não,-,-,-,-,-,-,-,-,-,-,-
4305603,Não,-,-,-,-,-,-,-,-,-,-,-
4305702,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4305801,Não,-,-,-,-,-,-,-,-,-,-,-
4305835,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4305850,Não,-,-,-,-,-,-,-,-,-,-,-
4305871,Não,-,-,-,-,-,-,-,-,-,-,-
4305900,Não,-,-,-,-,-,-,-,-,-,-,-
4305934,Não,-,-,-,-,-,-,-,-,-,-,-
4305959,Não,-,-,-,-,-,-,-,-,-,-,-
4305975,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4306007,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4306056,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
4306072,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4306106,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
4306130,Não,-,-,-,-,-,-,-,-,-,-,-
4306205,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4306304,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4306320,Não,-,-,-,-,-,-,-,-,-,-,-
4306353,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4306379,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
4306403,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4306429,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
4306452,Não,-,-,-,-,-,-,-,-,-,-,-
4306502,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
4306551,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4306601,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4306700,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4306734,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não
4306759,Não,-,-,-,-,-,-,-,-,-,-,-
4306767,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
4306809,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4306908,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
4306924,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4306932,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4306957,Não,-,-,-,-,-,-,-,-,-,-,-
4306973,Não,-,-,-,-,-,-,-,-,-,-,-
4307005,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4307054,Não,-,-,-,-,-,-,-,-,-,-,-
4307104,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4307203,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4307302,Não,-,-,-,-,-,-,-,-,-,-,-
4307401,Não,-,-,-,-,-,-,-,-,-,-,-
4307450,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4307500,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
4307559,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
4307609,Não,-,-,-,-,-,-,-,-,-,-,-
4307708,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4307807,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim
4307815,Não,-,-,-,-,-,-,-,-,-,-,-
4307831,Não,-,-,-,-,-,-,-,-,-,-,-
4307864,Não,-,-,-,-,-,-,-,-,-,-,-
4307906,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4308003,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim
4308052,Não,-,-,-,-,-,-,-,-,-,-,-
4308078,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4308102,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4308201,Não,-,-,-,-,-,-,-,-,-,-,-
4308250,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4308300,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4308409,Não,-,-,-,-,-,-,-,-,-,-,-
4308433,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
4308458,Não,-,-,-,-,-,-,-,-,-,-,-
4308508,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4308607,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4308656,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4308706,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4308805,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4308854,Não,-,-,-,-,-,-,-,-,-,-,-
4308904,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4309001,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4309050,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4309100,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4309126,Não,-,-,-,-,-,-,-,-,-,-,-
4309159,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4309209,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
4309258,Não,-,-,-,-,-,-,-,-,-,-,-
4309308,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4309407,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4309506,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
4309555,Não,-,-,-,-,-,-,-,-,-,-,-
4309571,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
4309605,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4309654,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
4309704,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4309753,Não,-,-,-,-,-,-,-,-,-,-,-
4309803,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
4309902,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4309951,Não,-,-,-,-,-,-,-,-,-,-,-
4310009,Não,-,-,-,-,-,-,-,-,-,-,-
4310108,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4310207,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4310306,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
4310330,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4310363,Não,-,-,-,-,-,-,-,-,-,-,-
4310405,Não,-,-,-,-,-,-,-,-,-,-,-
4310413,Não,-,-,-,-,-,-,-,-,-,-,-
4310439,Não,-,-,-,-,-,-,-,-,-,-,-
4310462,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não
4310504,Não,-,-,-,-,-,-,-,-,-,-,-
4310538,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4310553,Não,-,-,-,-,-,-,-,-,-,-,-
4310579,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4310603,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4310652,Não,-,-,-,-,-,-,-,-,-,-,-
4310702,Não,-,-,-,-,-,-,-,-,-,-,-
4310751,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4310801,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4310850,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não
4310876,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
4310900,Não,-,-,-,-,-,-,-,-,-,-,-
4311007,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4311106,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4311122,Não,-,-,-,-,-,-,-,-,-,-,-
4311130,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
4311155,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
4311205,Não,-,-,-,-,-,-,-,-,-,-,-
4311239,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4311254,Não,-,-,-,-,-,-,-,-,-,-,-
4311270,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
4311304,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4311403,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4311429,Não,-,-,-,-,-,-,-,-,-,-,-
4311502,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4311601,Não,-,-,-,-,-,-,-,-,-,-,-
4311627,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4311643,Não,-,-,-,-,-,-,-,-,-,-,-
4311700,Não,-,-,-,-,-,-,-,-,-,-,-
4311718,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4311734,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4311759,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4311775,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
4311791,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4311809,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
4311908,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
4311981,Não,-,-,-,-,-,-,-,-,-,-,-
4312005,Não,-,-,-,-,-,-,-,-,-,-,-
4312054,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
4312104,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4312138,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
4312153,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não
4312179,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4312203,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4312252,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
4312302,Não,-,-,-,-,-,-,-,-,-,-,-
4312351,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4312377,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4312385,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4312401,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4312427,Não,-,-,-,-,-,-,-,-,-,-,-
4312443,Não,-,-,-,-,-,-,-,-,-,-,-
4312450,Não,-,-,-,-,-,-,-,-,-,-,-
4312476,Não,-,-,-,-,-,-,-,-,-,-,-
4312500,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4312609,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4312617,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4312625,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4312658,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4312674,Não,-,-,-,-,-,-,-,-,-,-,-
4312708,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4312757,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4312807,Não,-,-,-,-,-,-,-,-,-,-,-
4312906,Não,-,-,-,-,-,-,-,-,-,-,-
4312955,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
4313003,Não,-,-,-,-,-,-,-,-,-,-,-
4313011,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4313037,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4313060,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
4313086,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4313102,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4313201,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
4313300,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4313334,Não,-,-,-,-,-,-,-,-,-,-,-
4313359,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
4313375,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
4313391,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
4313409,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
4313425,Não,-,-,-,-,-,-,-,-,-,-,-
4313441,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4313466,Não,-,-,-,-,-,-,-,-,-,-,-
4313490,Não,-,-,-,-,-,-,-,-,-,-,-
4313508,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4313607,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4313656,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4313706,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não
4313805,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4313904,Não,-,-,-,-,-,-,-,-,-,-,-
4313953,Não,-,-,-,-,-,-,-,-,-,-,-
4314001,Não,-,-,-,-,-,-,-,-,-,-,-
4314027,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
4314035,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
4314050,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4314068,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
4314076,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4314100,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
4314134,Não,-,-,-,-,-,-,-,-,-,-,-
4314159,Não,-,-,-,-,-,-,-,-,-,-,-
4314175,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
4314209,Não,-,-,-,-,-,-,-,-,-,-,-
4314308,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
4314407,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4314423,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4314456,Não,-,-,-,-,-,-,-,-,-,-,-
4314464,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4314472,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4314498,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4314506,Não,-,-,-,-,-,-,-,-,-,-,-
4314548,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4314555,Não,-,-,-,-,-,-,-,-,-,-,-
4314605,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
4314704,Não,-,-,-,-,-,-,-,-,-,-,-
4314753,Não,-,-,-,-,-,-,-,-,-,-,-
4314779,Não,-,-,-,-,-,-,-,-,-,-,-
4314787,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4314803,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4314902,Não,-,-,-,-,-,-,-,-,-,-,-
4315008,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4315057,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim
4315073,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
4315107,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
4315131,Não,-,-,-,-,-,-,-,-,-,-,-
4315149,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim
4315156,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4315172,Não,-,-,-,-,-,-,-,-,-,-,-
4315206,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
4315305,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4315313,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4315321,Não,-,-,-,-,-,-,-,-,-,-,-
4315354,Não,-,-,-,-,-,-,-,-,-,-,-
4315404,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4315453,Não,-,-,-,-,-,-,-,-,-,-,-
4315503,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4315552,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
4315602,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
4315701,Não,-,-,-,-,-,-,-,-,-,-,-
4315750,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4315800,Não,-,-,-,-,-,-,-,-,-,-,-
4315909,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4315958,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
4316006,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
4316105,Não,-,-,-,-,-,-,-,-,-,-,-
4316204,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4316303,Não,-,-,-,-,-,-,-,-,-,-,-
4316402,Não,-,-,-,-,-,-,-,-,-,-,-
4316428,Não,-,-,-,-,-,-,-,-,-,-,-
4316436,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
4316451,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4316477,Não,-,-,-,-,-,-,-,-,-,-,-
4316501,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
4316600,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
4316709,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim
4316733,Não,-,-,-,-,-,-,-,-,-,-,-
4316758,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
4316808,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
