CodMun,MHAB01,MHAB03,MHAB04,MHAB06,MHAB07,MHAB071,MHAB081,MHAB082,MHAB083,MHAB084,MHAB085,MHAB086,MHAB087,MHAB088,MHAB089,MHAB09,MHAB091,MHAB10,MHAB101,MHAB102,MHAB111,MHAB112,MHAB113,MHAB114,MHAB12,MHAB16,MHAB161,MHAB17,MHAB18,MHAB181,MHAB182,MHAB183,MHAB191,MHAB192,MHAB193,MHAB194,MHAB195,MHAB201,MHAB202,MHAB203,MHAB204,MHAB205,MHAB206,MHAB207,MHAB208,MHAB21
2308005,Setor subordinado diretamente à chefia do Executivo ,Feminino,42,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2009,Paritário,Sim,Não,Sim,Não,2,Sim,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim
2308104,Setor subordinado a outra secretaria,Feminino,41,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Sim,Sim,Sim,2010,Não,Sim,Não,Não,Sim,Sim,-,Não,Não,Não,Não,Sim,Não,Não,-,Não
2308203,Secretaria em conjunto com outras políticas,Feminino,51,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Tem maior representação governamental,Não,Sim,Não,Não,0,Não,-,-,Sim,2016,Não,Não,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,-,Sim
2308302,Setor subordinado a outra secretaria,Feminino,28,Especialização,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2308351,Secretaria em conjunto com outras políticas,Feminino,25,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Tem maior representação governamental,Não,Sim,Não,Sim,0,Não,-,-,Sim,2016,Não,Sim,Sim,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2308377,Secretaria exclusiva,Feminino,41,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
2308401,Setor subordinado a outra secretaria,Feminino,52,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Não,Sim,1997,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2308500,Setor subordinado a outra secretaria,Feminino,71,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Não,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,-,Sim
2308609,Setor subordinado a outra secretaria,Feminino,24,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2013,Não,Não,Sim,Não,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Sim,-,Sim
2308708,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1997,Paritário,Não,Sim,Não,Não,0,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2013,Sim,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2308807,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Não,Sim,Sim,Sim,-,Não,Não,Não,Não,Sim,Não,Não,-,Não
2308906,Secretaria exclusiva,Feminino,50,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
2309003,Setor subordinado a outra secretaria,Masculino,27,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Tem maior representação governamental,Não,Sim,Não,Não,0,Não,-,-,Não,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
2309102,Setor subordinado a outra secretaria,Masculino,51,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2015,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2309201,Secretaria exclusiva,Masculino,50,Ensino fundamental (1º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2008,Tem maior representação da sociedade civil,Não,Sim,Não,Não,Não soube informar*,Não,-,-,Sim,2016,Não,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
2309300,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
2309409,Secretaria em conjunto com outras políticas,Feminino,39,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Não,Não,Sim,2014,Não,Não,Não,Não,Sim,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,-,Não
2309458,Setor subordinado a outra secretaria,Masculino,49,Ensino fundamental (1º Grau) completo ,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2010,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Sim,Não,Não,Não,-,Não
2309508,Setor subordinado a outra secretaria,Feminino,65,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2014,Não,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2309607,Setor subordinado a outra secretaria,Feminino,54,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Sim,Sim,Não,Sim,-,Sim,Sim,Não,Não,Sim,Não,Não,-,Sim
2309706,Setor subordinado a outra secretaria,Feminino,62,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2309805,Setor subordinado a outra secretaria,Masculino,29,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2017,Sim,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
2309904,Secretaria em conjunto com outras políticas,Feminino,48,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2007,Tem maior representação governamental,Não,Sim,Não,Não,0,Não,-,-,Sim,2016,Sim,Sim,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,-,Não
2310001,Setor subordinado a outra secretaria,Feminino,36,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Sim,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2310100,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Sim,Sim,Não,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2310209,Secretaria exclusiva,Feminino,Não informou,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,Não soube informar*,Não,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Não,Não,Não,-,Não
2310258,Secretaria em conjunto com outras políticas,Feminino,23,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2013,Não,Sim,Sim,Não,Não,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
2310308,Setor subordinado a outra secretaria,Masculino,67,Ensino fundamental (1º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Não,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
2310407,Secretaria em conjunto com outras políticas,Masculino,36,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,1997,Tem maior representação da sociedade civil,Não,Sim,Não,Sim,0,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2016,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Sim,Não,Não,Sim,Sim,-,Não
2310506,Não possui estrutura,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,Sim,Não,Não,Sim,-,Não,Não,Sim,Não,Não,Não,Não,-,Sim
2310605,Setor subordinado a outra secretaria,Masculino,23,Ensino superior completo,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não soube informar*,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2310704,Setor subordinado a outra secretaria,Masculino,43,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2015,Não,Não,Sim,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2310803,Setor subordinado a outra secretaria,Feminino,46,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,2007,Paritário,Não,Sim,Não,Sim,0,Sim,Sim,Não,Sim,2016,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Sim
2310852,Setor subordinado a outra secretaria,Feminino,52,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,1,Sim,Sim,Sim,Sim,2017,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
2310902,Setor subordinado a outra secretaria,Feminino,37,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Sim,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2310951,Setor subordinado a outra secretaria,Masculino,32,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,2016,Sim,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2311009,Setor subordinado a outra secretaria,Feminino,43,Especialização,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2014,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Não,-,Não
2311108,Secretaria em conjunto com outras políticas,Masculino,53,Ensino superior completo,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Sim,Sim,Sim,2015,Sim,Sim,Não,Não,Sim,Não,-,Não,Sim,Não,Não,Não,Não,Não,-,Não
2311207,Secretaria exclusiva,Masculino,52,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Não,Não,Não soube informar*,Não,-,-,Sim,2017,Sim,Sim,Não,Sim,Não,Sim,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2311231,Secretaria em conjunto com outras políticas,Feminino,32,Mestrado,Sim,O município não possui Plano Diretor,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Sim,0,Sim,Sim,Sim,Sim,2009,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,Não
2311264,Setor subordinado diretamente à chefia do Executivo ,Feminino,56,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Não,0,Não,-,-,Sim,2013,Não,Sim,Não,Não,Sim,Não,-,Sim,Sim,Sim,Não,Não,Não,Não,-,Não
2311306,Setor subordinado a outra secretaria,Feminino,47,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2013,Paritário,Sim,Sim,Não,Não,5,Sim,Sim,Sim,Sim,2001,Sim,Sim,Sim,Não,Não,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2311355,Setor subordinado a outra secretaria,Feminino,45,Ensino superior completo,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2008,Paritário,Sim,Não,Não,Não,0,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
2311405,Setor subordinado a outra secretaria,Feminino,Não informou,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,2007,Paritário,Sim,Sim,Sim,Sim,0,Sim,Sim,Sim,Sim,2017,Sim,Sim,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2311504,Setor subordinado a outra secretaria,Feminino,37,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,2007,Paritário,Sim,Sim,Sim,Não,1,Sim,Sim,Não,Sim,2017,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
2311603,Setor subordinado a outra secretaria,Masculino,55,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2016,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim
2311702,Setor subordinado a outra secretaria,Masculino,35,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
2311801,Secretaria em conjunto com outras políticas,Masculino,34,Ensino superior completo,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,2014,Paritário,Sim,Sim,Não,Sim,1,Sim,Sim,Não,Sim,2013,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
2311900,Setor subordinado a outra secretaria,Masculino,40,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2009,Paritário,Sim,Não,Não,Não,0,Sim,Sim,Sim,Sim,2012,Não,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2311959,Secretaria exclusiva,Masculino,53,Ensino fundamental (1º Grau) completo ,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,2008,Paritário,Sim,Sim,Não,Não,Não soube informar*,Não,-,-,Sim,2017,Sim,Sim,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Sim,Não,-,Sim
2312007,Secretaria em conjunto com outras políticas,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
2312106,Secretaria exclusiva,Masculino,33,Especialização,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Sim,Não,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,Não
2312205,Secretaria em conjunto com outras políticas,Masculino,29,Ensino superior completo,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,2013,Paritário,Sim,Não,Não,Não,0,Não,-,-,Sim,2015,Não,Não,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
2312304,Secretaria em conjunto com outras políticas,Masculino,45,Ensino superior completo,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,2,Sim,Sim,Não,Sim,2013,Não,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Sim,Não,Não,Não,-,Sim
2312403,Secretaria em conjunto com outras políticas,Feminino,46,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Não,Não,0,Sim,Não,Sim,Sim,2015,Não,Sim,Não,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2312502,Setor subordinado a outra secretaria,Masculino,48,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2312601,Secretaria em conjunto com outras políticas,Masculino,Não informou,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2008,Tem maior representação da sociedade civil,Não,Sim,Não,Não,2,Sim,Sim,Sim,Sim,2014,Não,Sim,Sim,Sim,Sim,Sim,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não
2312700,Setor subordinado a outra secretaria,Feminino,32,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Não,Sim,2010,Não,Não,Sim,Não,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
2312809,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
2312908,Secretaria em conjunto com outras políticas,Masculino,50,Mestrado,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,-,Sim,1999,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2013,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim
2313005,Setor subordinado a outra secretaria,Feminino,51,Ensino superior completo,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,2007,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2313104,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,Não soube informar*,Sim,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
2313203,Setor subordinado a outra secretaria,Feminino,51,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Sim,Sim,Sim,2016,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,-,Sim
2313252,Secretaria exclusiva,Masculino,51,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
2313302,Setor subordinado diretamente à chefia do Executivo ,Feminino,48,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2011,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2313351,Secretaria exclusiva,Feminino,37,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2005,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2017,Sim,Sim,Não,Não,Não,Sim,-,-,-,-,-,-,-,-,Sim,Sim
2313401,Setor subordinado a outra secretaria,Masculino,44,Mestrado,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2008,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,Não soube informar*,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Sim,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não
2313500,Secretaria em conjunto com outras políticas,Feminino,40,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,2007,Paritário,Sim,Não,Sim,Sim,2,Não,-,-,Sim,2016,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Não,Não,Não,Não,Não,-,Não
2313559,Setor subordinado a outra secretaria,Feminino,42,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Sim,Sim,Não,Não,Não,Sim,-,Sim
2313609,Secretaria em conjunto com outras políticas,Masculino,40,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2017,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2313708,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
2313757,Setor subordinado a outra secretaria,Feminino,59,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,Não soube informar*,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,-,Não
2313807,Secretaria em conjunto com outras políticas,Feminino,44,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Sim
2313906,Setor subordinado a outra secretaria,Feminino,25,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2313955,Setor subordinado a outra secretaria,Masculino,33,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Tem maior representação governamental,Não,Sim,Não,Não,3,Sim,Sim,Não,Sim,2014,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2314003,Setor subordinado a outra secretaria,Feminino,38,Ensino superior completo,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Não,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
2314102,Não possui estrutura,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,2007,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2013,Sim,Não,-,-,-,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim
2400109,Secretaria em conjunto com outras políticas,Feminino,27,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,1,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
2400208,Secretaria em conjunto com outras políticas,Feminino,51,Especialização,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,-,Sim,2017,Paritário,Sim,Sim,Sim,Sim,0,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2017,Não,Não,Sim,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
2400307,Setor subordinado a outra secretaria,Feminino,42,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Não,Sim,-,-,-,-,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,Não
2400406,Setor subordinado a outra secretaria,Feminino,34,Especialização,Sim,O município não possui Plano Diretor,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Sim,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,-,Não
2400505,Setor subordinado a outra secretaria,Masculino,41,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Sim,2008,Paritário,Sim,Não,Sim,Não,6,Sim,Sim,Não,Sim,2016,Não,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
2400604,Setor subordinado a outra secretaria,Feminino,32,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
