CodMun,MMAM01,MMAM03,MMAM04,MMAM06,MMAM071,MMAM072,MMAM073,MMAM074,MMAM075,MMAM076,MMAM08,MMAM091,MMAM092,MMAM093,MMAM094,MMAM095,MMAM096,MMAM097,MMAM098,MMAM099,MMAM0910,MMAM0911,MMAM10,MMAM101,MMAM102,MMAM111,MMAM112,MMAM113,MMAM114,MMAM12,MMAM16,MMAM17,MMAM171,MMAM18,MMAM191,MMAM192,MMAM193,MMAM194,MMAM195,MMAM196,MMAM197,MMAM198,MMAM199,MMAM201,MMAM20011,MMAM202,MMAM2021,MMAM203,MMAM2031,MMAM204,MMAM2041,MMAM205,MMAM2051,MMAM206,MMAM2061,MMAM207,MMAM2071,MMAM208,MMAM2081,MMAM209,MMAM2091,MMAM2010,MMAM20101,MMAM2011,MMAM20111,MMAM2012,MMAM21,MMAM211,MMAM221,MMAM222,MMAM223,MMAM224,MMAM225,MMAM226,MMAM227,MMAM228,MMAM229,MMAM23,MMAM2311,MMAM2312,MMAM2313,MMAM2314,MMAM2315,MMAM2316,MMAM2317,MMAM241,MMAM242,MMAM243,MMAM244,MMAM245,MMAM246,MMAM247,MMAM25,MMAM261,MMAM262,MMAM263,MMAM264,MMAM265,MMAM266,MMAM267,MMAM268,MMAM269,MMAM2610,MMAM2611,MMAM2612,MMAM2613,MMAM2614
2604155,Secretaria em conjunto com outras políticas setoriais,Masculino,44,Ensino médio (2º Grau) completo,2,0,0,1,0,1,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,2009,Paritário,Não,Sim,Não,Não,4,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Sim,2000,Sim,2000,Sim,2000,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2604205,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Ensino superior completo,3,0,0,1,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2604304,Secretaria em conjunto com outras políticas setoriais,Masculino,45,Ensino médio (2º Grau) completo,2,0,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2604403,Setor subordinado a outra secretaria,Masculino,29,Ensino superior completo,2,0,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1990,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2604502,Secretaria em conjunto com outras políticas setoriais,Masculino,39,Especialização,3,0,0,1,1,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1986,Paritário,Sim,Sim,Não,Sim,2,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2604601,Secretaria exclusiva,Feminino,32,Especialização,2,0,0,2,0,0,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2017,Paritário,Não,Não,Não,Sim,1,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2604700,Secretaria em conjunto com outras políticas setoriais,Masculino,63,Ensino médio (2º Grau) completo,19,7,0,6,0,6,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2604809,Secretaria exclusiva,Masculino,34,Especialização,7,0,0,7,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,0,Não,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não
2604908,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,2,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2605004,Setor subordinado a outra secretaria,Masculino,32,Ensino superior completo,2,0,0,0,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2605103,Setor subordinado a outra secretaria,Masculino,42,Ensino superior completo,35,0,0,35,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2605152,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) completo,4,0,0,0,4,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,1988,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2605202,Não possui estrutura,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não
2605301,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2006,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2605400,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Ensino médio (2º Grau) completo,12,3,0,3,0,6,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2605459,Secretaria em conjunto com outras políticas setoriais,Masculino,39,Especialização,6,0,3,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Sim,Não,Não,Não,Sim,Não,Não,-,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,Sim,2017,-,Não,-,Não,Não,Não,Não,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2605509,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2605608,Secretaria exclusiva,Feminino,38,Especialização,4,1,0,2,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Sim,Sim,Não,Não,0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2006,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2605707,Secretaria em conjunto com outras políticas setoriais,Masculino,29,Ensino superior incompleto,4,3,0,1,0,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,2004,Paritário,Não,Sim,Não,Não,0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2012,Sim,2012,Não,-,Sim,2012,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2605806,Setor subordinado a outra secretaria,Masculino,63,Ensino fundamental (1º Grau) incompleto,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2605905,Secretaria em conjunto com outras políticas setoriais,Masculino,38,Ensino médio (2º Grau) completo,2,0,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Não,-,Não,-,Sim,2006,Sim,2006,Sim,2006,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2606002,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Ensino superior completo,7,4,0,2,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Paritário,Sim,Sim,Sim,Sim,24,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Sim,2008,Não,-,Sim,2015,Não,-,Não,-,Não,-,Sim,2015,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2606101,Setor subordinado a outra secretaria,Masculino,36,Ensino superior completo,3,0,0,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2011,Paritário,Sim,Sim,Não,Não,1,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2606200,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Especialização,1,1,0,0,0,0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Sim,Não,-,-,Não,Não,Não,Não,Sim,Sim,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Não,-,-,Não,-,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2606309,Secretaria em conjunto com outras políticas setoriais,Feminino,Não informou,Ensino superior completo,4,0,0,4,0,0,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2606408,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Especialização,10,0,0,10,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2606507,Secretaria exclusiva,Masculino,63,Ensino fundamental (1º Grau) completo,3,1,0,2,0,0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,2015,Paritário,Sim,Sim,Sim,Sim,2,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2015,Não,-,Não,-,Sim,2015,Sim,2015,Não,-,Sim,2015,Sim,2015,Sim,2015,Sim,2015,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2606606,Secretaria em conjunto com outras políticas setoriais,Masculino,39,Ensino médio (2º Grau) completo,5,1,0,2,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,1,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2606705,Secretaria em conjunto com outras políticas setoriais,Masculino,29,Ensino médio (2º Grau) completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2013,Sim,2013,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2606804,Secretaria exclusiva,Feminino,46,Especialização,10,1,1,6,1,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1979,Paritário,Não,Sim,Não,Sim,12,Sim,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Sim,2008,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,Não,Não,Não,Não,Não,Sim,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não
2606903,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2607000,Secretaria exclusiva,Masculino,55,Ensino fundamental (1º Grau) incompleto,9,1,0,8,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2607109,Secretaria em conjunto com outras políticas setoriais,Masculino,31,Ensino superior incompleto,4,0,0,2,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2607208,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Especialização,127,17,69,37,4,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2011,Paritário,Sim,Sim,Não,Sim,6,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,2008,Sim,2008,Não,-,Sim,2011,Sim,2011,Não,-,Sim,2013,Sim,2011,Sim,2011,Sim,2011,Não,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
2607307,Não possui estrutura,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2607406,Não possui estrutura,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2003,Sim,2003,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2607505,Setor subordinado a outra secretaria,Masculino,39,Especialização,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2607604,Secretaria em conjunto com outras políticas setoriais,Masculino,68,Ensino médio (2º Grau) completo,18,3,0,5,0,10,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2607653,Setor subordinado a outra secretaria,Masculino,52,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2002,Paritário,Sim,Sim,Não,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,2006,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2607703,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2607752,Secretaria em conjunto com outras políticas setoriais,Feminino,46,Especialização,20,3,0,15,2,0,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não soube informar*,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,Não informou,Sim,Não informou,Não,-,Sim,Não informou,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não
2607802,Setor subordinado diretamente à chefia do Executivo,Masculino,61,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2607901,Secretaria em conjunto com outras políticas setoriais,Masculino,48,Ensino superior completo,190,120,0,20,10,40,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2013,Paritário,Sim,Sim,Sim,Não,6,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim,2008,Sim,2008,Sim,2008,Não,-,Não,-,Não,-,Sim,2008,Não,-,Não,-,Sim,2008,Não,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
