CodMun,CodMun,MTRA01,MTRA03,MTRA04,MTRA06,MTRA07,MTRA081,MTRA082,MTRA083,MTRA084,MTRA085,MTRA086,MTRA087,MTRA09,MTRA091,MTRA10,MTRA101,MTRA102,MTRA111,MTRA112,MTRA113,MTRA114,MTRA12,MTRA16,MTRA161,MTRA17,MTRA181,MTRA182,MTRA183,MTRA184,MTRA185,MTRA186,MTRA187,MTRA188,MTRA19,MTRA1911,MTRA192,MTRA1912,MTRA193,MTRA1913,MTRA1914,MTRA1915,MTRA201,MTRA202,MTRA203,MTRA204,MTRA205,MTRA206,MTRA207,MTRA208,MTRA209,MTRA2010,MTRA21,MTRA221,MTRA222,MTRA223,MTRA224,MTRA23,MTRA231,MTRA24,MTRA25
1506906,1506906,Secretaria exclusiva,Masculino,48,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1507003,1507003,Setor subordinado a outra secretaria,Masculino,39,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1507102,1507102,Setor subordinado a outra secretaria,Masculino,39,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1507151,1507151,Setor subordinado a outra secretaria,Masculino,49,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1507201,1507201,Setor subordinado a outra secretaria,Masculino,41,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
1507300,1507300,Secretaria em conjunto com outras políticas setoriais,Masculino,44,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Não,-,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1507409,1507409,Setor subordinado a outra secretaria,Masculino,28,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1507458,1507458,Setor subordinado a outra secretaria,Masculino,50,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1507466,1507466,Setor subordinado a outra secretaria,Masculino,65,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1507474,1507474,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1507508,1507508,Setor subordinado a outra secretaria,Masculino,43,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1507607,1507607,Setor subordinado a outra secretaria,Masculino,63,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
1507706,1507706,Setor subordinado a outra secretaria,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sem adaptação,-,-,-,-,Não,-,Não,Não
1507755,1507755,Setor subordinado a outra secretaria,Masculino,47,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1507805,1507805,Secretaria em conjunto com outras políticas setoriais,Feminino,43,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1507904,1507904,Setor subordinado a outra secretaria,Masculino,33,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Não,-,Não,Não
1507953,1507953,Secretaria exclusiva,Masculino,50,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1507961,1507961,Setor subordinado a outra secretaria,Masculino,32,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Não,Não,Sim,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1507979,1507979,Secretaria exclusiva,Masculino,62,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1508001,1508001,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1508035,1508035,Setor subordinado a outra secretaria,Masculino,72,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Parcialmente adaptada,Sim,Não,Não,Não,Sim,Não,Não,Não
1508050,1508050,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1508084,1508084,Setor subordinado a outra secretaria,Masculino,39,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Não,-,Não,-,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1508100,1508100,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
1508126,1508126,Setor subordinado a outra secretaria,Masculino,55,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1508159,1508159,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1508209,1508209,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Sim,Não
1508308,1508308,Setor subordinado a outra secretaria,Masculino,47,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1508357,1508357,Setor subordinado a outra secretaria,Masculino,27,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não
1508407,1508407,Setor subordinado a outra secretaria,Masculino,46,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1600055,1600055,Setor subordinado a outra secretaria,Masculino,47,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600105,1600105,Setor subordinado a outra secretaria,Masculino,61,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2006,Paritário,Sim,Não,Não,Não,3,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600154,1600154,Setor subordinado a outra secretaria,Masculino,38,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1600204,1600204,Setor subordinado a outra secretaria,Masculino,51,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1600212,1600212,Setor subordinado a outra secretaria,Masculino,58,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600238,1600238,Secretaria em conjunto com outras políticas setoriais,Feminino,45,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600253,1600253,Setor subordinado diretamente à chefia do Executivo,Masculino,50,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600279,1600279,Secretaria em conjunto com outras políticas setoriais,Masculino,44,Ensino superior completo,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim
1600303,1600303,Órgão da administração indireta,Masculino,46,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2012,Tem maior representação da sociedade civil,Sim,Não,Não,Sim,3,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Não,-,Não,-,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,-,Totalmente adaptada,Não,Sim,Não,Não,Sim,Não,Sim,Não
1600402,1600402,Setor subordinado a outra secretaria,Masculino,50,Ensino superior completo,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600501,1600501,Secretaria em conjunto com outras políticas setoriais,Masculino,52,Ensino superior completo,Não,-,-,-,-,-,-,-,Sim,Não,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600535,1600535,Setor subordinado a outra secretaria,Masculino,52,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600550,1600550,Setor subordinado a outra secretaria,Feminino,55,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600600,1600600,Órgão da administração indireta,Masculino,38,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Sim,1999,Paritário,Sim,Sim,Sim,Sim,10,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Sim,Não
1600709,1600709,Setor subordinado a outra secretaria,Masculino,50,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1600808,1600808,Setor subordinado a outra secretaria,Masculino,32,Ensino médio (2º Grau) completo,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1700251,1700251,Setor subordinado a outra secretaria,Masculino,60,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1700301,1700301,Secretaria em conjunto com outras políticas setoriais,Masculino,41,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1700350,1700350,Secretaria exclusiva,Masculino,50,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1700400,1700400,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1700707,1700707,Secretaria em conjunto com outras políticas setoriais,Masculino,25,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1701002,1701002,Setor subordinado a outra secretaria,Masculino,Não informou,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1701051,1701051,Secretaria exclusiva,Masculino,Não informou,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1701101,1701101,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1701309,1701309,Secretaria em conjunto com outras políticas setoriais,Masculino,37,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1701903,1701903,Setor subordinado a outra secretaria,Masculino,43,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1702000,1702000,Setor subordinado a outra secretaria,Masculino,40,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1702109,1702109,Órgão da administração indireta,Masculino,41,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,1997,Tem maior representação governamental,Sim,Sim,Não,Sim,0,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,-,Parcialmente adaptada,Não,Não,Sim,Não,Não,-,Sim,Sim
1702158,1702158,Setor subordinado diretamente à chefia do Executivo,Masculino,32,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,Parcialmente adaptada,-,-,-,Sim,Não,-,Não,Não
1702208,1702208,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1702307,1702307,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1702406,1702406,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1702554,1702554,Setor subordinado a outra secretaria,Masculino,51,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1702703,1702703,Secretaria em conjunto com outras políticas setoriais,Masculino,66,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1702901,1702901,Secretaria exclusiva,Masculino,49,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim
1703008,1703008,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1703057,1703057,Secretaria exclusiva,Masculino,31,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1703073,1703073,Secretaria em conjunto com outras políticas setoriais,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1703107,1703107,Secretaria exclusiva,Masculino,46,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Parcialmente adaptada,Sim,Não,Não,Não,Sim,Sim,Não,Não
1703206,1703206,Setor subordinado a outra secretaria,Masculino,40,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1703305,1703305,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1703602,1703602,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1703701,1703701,Setor subordinado a outra secretaria,Masculino,49,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
