CodMun,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao
3135209,Não,Não,Sim,Não,Não,Sim,Não
3135308,-,-,-,-,-,-,-
3135357,Não,Não,Sim,Não,Não,Sim,Não
3135407,Não,Não,Não,Sim,Não,Sim,Não
3135456,Não,Não,Não,Sim,Não,Sim,Não
3135506,Não,Não,Não,Sim,Não,Sim,Não
3135605,Não,Não,Sim,Sim,Não,Sim,Não
3135704,Não,Não,Não,Sim,Não,Não,Não
3135803,Sim,Não,Sim,Sim,Não,Sim,Não
3135902,Não,Não,Não,Sim,Não,Não,Não
3136009,Não,Não,Sim,Sim,Não,Sim,Não
3136108,Não,Não,Sim,Sim,Não,Não,Não
3136207,Não,Não,Sim,Sim,Sim,Sim,Não
3136306,Não,Não,Sim,Sim,Não,Não,Não
3136405,Não,Não,Não,Sim,Não,Não,Não
3136504,Não,Não,Não,Sim,Não,Sim,Não
3136520,Não,Não,Não,Sim,Não,Sim,Não
3136553,Não,Não,Não,Sim,Não,Não,Não
3136579,-,-,-,-,-,-,-
3136603,Não,Não,Sim,Sim,Não,Sim,Não
3136652,Não,Não,Sim,Sim,Não,Não,Não
3136702,Não,Não,Não,Sim,Não,Não,Não
3136801,Não,Não,Não,Sim,Não,Sim,Não
3136900,Não,Não,Não,Sim,Não,Sim,Não
3136959,Sim,Não,Não,Não,Não,Sim,Não
3137007,Não,Não,Sim,Sim,Não,Não,Não
3137106,Não,Não,Não,Sim,Não,Não,Não
3137205,Não,Não,Sim,Sim,Não,Sim,Não
3137304,Não,Não,Sim,Sim,Não,Não,Não
3137403,Não,Não,Sim,Sim,Não,Sim,Não
3137502,-,-,-,-,-,-,-
3137536,Não,Não,Não,Sim,Não,Não,Não
3137601,Não,Não,Não,Sim,Não,Não,Não
3137700,Não,Não,Não,Sim,Não,Não,Não
3137809,Não,Não,Não,Sim,Não,Não,Não
3137908,Não,Não,Não,Não,Não,Sim,Não
3138005,Não,Não,Não,Sim,Não,Não,Não
3138104,Não,Não,Sim,Sim,Não,Sim,Não
3138203,Não,Não,Não,Sim,Não,Sim,Não
3138302,Não,Não,Não,Sim,Não,Não,Não
3138351,Não,Não,Não,Sim,Não,Não,Não
3138401,Não,Não,Sim,Sim,Não,Sim,Não
3138500,Não,Não,Não,Sim,Não,Sim,Não
3138609,Não,Não,Não,Sim,Não,Não,Não
3138625,Não,Não,Sim,Sim,Não,Sim,Não
3138658,Não,Não,Sim,Sim,Não,Sim,Não
3138674,Não,Não,Não,Sim,Não,Sim,Não
3138682,Não,Não,Sim,Sim,Não,Não,Não
3138708,Não,Não,Sim,Não,Não,Sim,Não
3138807,Não,Não,Sim,Sim,Não,Não,Não
3138906,-,-,-,-,-,-,-
3139003,Não,Não,Sim,Sim,Não,Sim,Não
3139102,Não,Não,Não,Sim,Não,Não,Não
3139201,Não,Não,Não,Sim,Não,Não,Não
3139250,Não,Não,Não,Não,Não,Sim,Não
3139300,Sim,Não,Sim,Sim,Não,Não,Não
3139409,Não,Não,Sim,Sim,Não,Sim,Não
3139508,Não,Não,Não,Sim,Não,Não,Não
3139607,Não,Não,Não,Sim,Não,Não,Não
3139706,Não,Não,Sim,Sim,Não,Sim,Não
3139805,Não,Não,Não,Sim,Não,Sim,Não
3139904,-,-,-,-,-,-,-
3140001,Não,Não,Não,Sim,Sim,Não,Não
3140100,Não,Não,Não,Sim,Não,Não,Não
3140159,Não,Não,Não,Sim,Não,Não,Não
3140209,Não,Não,Não,Sim,Não,Sim,Não
3140308,Não,Não,Não,Sim,Não,Não,Não
3140407,Não,Não,Não,Sim,Não,Sim,Não
3140506,Não,Não,Não,Sim,Não,Não,Não
3140530,Não,Não,Não,Sim,Não,Sim,Não
3140555,Não,Não,Não,Sim,Não,Sim,Não
3140605,Não,Não,Não,Sim,Não,Não,Não
3140704,Não,Não,Não,Sim,Não,Não,Não
3140803,Não,Não,Não,Sim,Não,Não,Não
3140852,Sim,Não,Sim,Sim,Não,Não,Não
3140902,Não,Não,Não,Sim,Não,Sim,Não
3141009,-,-,-,-,-,-,-
3141108,Não,Não,Não,Sim,Não,Sim,Não
3141207,Não,Não,Sim,Sim,Não,Não,Não
3141306,Não,Não,Não,Sim,Não,Não,Não
3141405,Não,Não,Sim,Sim,Não,Sim,Não
3141504,Não,Não,Não,Sim,Não,Não,Não
3141603,Não,Não,Não,Sim,Não,Sim,Não
3141702,Não,Não,Sim,Sim,Não,Sim,Não
3141801,Não,Não,Não,Sim,Não,Sim,Não
3141900,Não,Não,Não,Sim,Não,Sim,Não
3142007,Não,Não,Não,Sim,Não,Não,Não
3142106,Não,Não,Não,Sim,Não,Não,Não
3142205,Não,Não,Não,Sim,Não,Não,Não
3142254,Não,Não,Não,Sim,Não,Sim,Não
3142304,Não,Não,Não,Sim,Não,Sim,Não
3142403,Não,Não,Não,Sim,Não,Não,Não
3142502,Não,Não,Não,Não,Não,Sim,Não
3142601,Não,Não,Não,Sim,Não,Sim,Não
3142700,Não,Não,Sim,Sim,Não,Sim,Não
3142809,Não,Não,Sim,Sim,Não,Sim,Não
3142908,Não,Não,Sim,Sim,Não,Não,Não
3143005,Não,Não,Não,Sim,Não,Não,Não
3143104,Não,Não,Sim,Sim,Não,Sim,Não
3143153,Não,Não,Sim,Não,Não,Sim,Não
3143203,Não,Não,Não,Sim,Não,Sim,Não
3143302,Não,Não,Não,Sim,Não,Sim,Sim
3143401,Não,Não,Não,Sim,Não,Não,Não
3143450,Não,Não,Não,Sim,Não,Sim,Não
3143500,Não,Não,Não,Sim,Não,Sim,Não
3143609,Não,Não,Não,Sim,Não,Sim,Não
3143708,Não,Não,Não,Sim,Não,Não,Não
3143807,Não,Não,Não,Sim,Não,Sim,Não
3143906,Não,Não,Não,Sim,Não,Não,Não
3144003,Não,Não,Não,Sim,Não,Sim,Não
3144102,Não,Não,Não,Sim,Não,Sim,Não
3144201,Não,Não,Sim,Sim,Não,Sim,Não
3144300,Não,Não,Sim,Sim,Não,Sim,Sim
3144359,Não,Não,Não,Sim,Não,Sim,Não
3144375,Não,Não,Não,Sim,Não,Não,Não
3144409,Não,Não,Não,Sim,Não,Sim,Não
3144508,Não,Não,Não,Sim,Não,Não,Não
3144607,Não,Não,Não,Sim,Não,Não,Não
3144656,-,-,-,-,-,-,-
3144672,Não,Não,Não,Sim,Não,Não,Não
3144706,Não,Não,Não,Sim,Sim,Sim,Não
3144805,Não,Não,Sim,Sim,Não,Sim,Não
3144904,Não,Não,Não,Não,Não,Sim,Não
3145000,Não,Não,Sim,Não,Não,Não,Não
3145059,Não,Não,Sim,Sim,Não,Sim,Não
3145109,Não,Não,Não,Sim,Não,Sim,Não
3145208,Não,Não,Sim,Sim,Não,Não,Não
3145307,Não,Não,Sim,Sim,Não,Sim,Não
3145356,Não,Não,Sim,Sim,Não,Não,Não
3145372,Não,Não,Não,Sim,Não,Não,Não
3145406,Não,Não,Não,Sim,Não,Não,Não
3145455,Não,Não,Não,Sim,Não,Não,Não
3145505,-,-,-,-,-,-,-
3145604,Não,Não,Sim,Sim,Não,Sim,Não
3145703,Não,Não,Não,Sim,Não,Não,Não
3145802,-,-,-,-,-,-,-
3145851,Não,Não,Sim,Sim,Não,Sim,Não
3145877,-,-,-,-,-,-,-
3145901,Não,Não,Não,Sim,Não,Não,Não
3146008,Não,Não,Não,Sim,Não,Não,Não
3146107,Não,Não,Não,Sim,Sim,Sim,Não
3146206,Não,Não,Não,Sim,Não,Sim,Não
3146255,Não,Não,Não,Sim,Não,Não,Não
3146305,Não,Não,Sim,Sim,Não,Não,Não
3146404,Não,Não,Não,Sim,Não,Sim,Não
3146503,Não,Não,Não,Não,Não,Sim,Não
3146552,Não,Não,Sim,Sim,Não,Não,Não
3146602,Não,Não,Não,Não,Não,Sim,Não
3146701,Não,Não,Não,Sim,Não,Sim,Não
3146750,Não,Não,Sim,Sim,Não,Sim,Não
3146909,Não,Não,Não,Sim,Não,Não,Não
3147006,Não,Não,Sim,Sim,Não,Sim,Sim
3147105,Não,Não,Sim,Sim,Não,Não,Não
3147204,Sim,Não,Não,Sim,Não,Sim,Não
3147303,Não,Não,Não,Sim,Não,Não,Não
3147402,Não,Não,Não,Sim,Não,Sim,Não
3147501,-,-,-,-,-,-,-
3147600,Não,Não,Não,Sim,Não,Sim,Não
3147709,Não,Não,Não,Não,Não,Sim,Não
3147808,Não,Não,Não,Sim,Não,Não,Não
3147907,Não,Não,Sim,Sim,Não,Sim,Não
3147956,Não,Não,Não,Sim,Não,Não,Não
3148004,Não,Não,Sim,Sim,Não,Não,Não
3148103,Não,Não,Sim,Sim,Não,Sim,Não
3148202,Não,Não,Não,Sim,Não,Sim,Não
3148301,Não,Não,Não,Sim,Não,Sim,Não
3148400,Não,Não,Não,Sim,Não,Não,Não
3148509,Não,Não,Sim,Sim,Não,Sim,Não
3148608,Não,Não,Não,Sim,Não,Não,Não
3148707,Não,Não,Sim,Sim,Não,Não,Não
3148756,Não,Não,Não,Sim,Não,Não,Não
3148806,Não,Não,Não,Sim,Não,Não,Não
3148905,Não,Não,Não,Sim,Não,Não,Não
3149002,Não,Não,Não,Sim,Não,Não,Não
3149101,Não,Não,Não,Sim,Não,Sim,Não
3149150,Sim,Não,Não,Não,Não,Sim,Não
3149200,Sim,Não,Não,Não,Não,Sim,Não
3149309,Não,Não,Não,Sim,Não,Não,Não
3149408,Não,Não,Não,Sim,Não,Não,Não
3149507,Não,Não,Não,Sim,Não,Sim,Não
3149606,Não,Não,Não,Sim,Não,Não,Não
3149705,Não,Não,Sim,Sim,Não,Não,Não
3149804,Não,Não,Sim,Sim,Não,Sim,Não
3149903,Não,Não,Não,Sim,Não,Não,Não
3149952,Não,Não,Não,Não,Sim,Não,Não
3150000,Não,Não,Não,Sim,Não,Não,Não
3150109,Não,Não,Não,Sim,Não,Não,Não
3150158,Não,Não,Não,Não,Não,Sim,Não
3150208,Não,Não,Não,Sim,Não,Não,Não
3150307,Não,Não,Não,Sim,Não,Sim,Não
3150406,Não,Não,Não,Sim,Não,Não,Não
3150505,Não,Não,Não,Sim,Não,Sim,Não
3150539,Não,Não,Sim,Sim,Não,Sim,Não
3150570,Não,Não,Sim,Sim,Não,Não,Não
3150604,Não,Não,Não,Não,Não,Sim,Não
3150703,-,-,-,-,-,-,-
3150802,Não,Não,Não,Sim,Não,Sim,Não
3150901,Não,Não,Não,Sim,Não,Não,Não
3151008,Não,Não,Não,Sim,Não,Sim,Não
3151107,Não,Não,Não,Sim,Não,Sim,Não
3151206,Sim,Não,Sim,Sim,Não,Sim,Não
3151305,Não,Não,Não,Sim,Não,Sim,Não
3151404,Não,Não,Sim,Sim,Não,Não,Não
3151503,Não,Não,Não,Sim,Não,Sim,Não
3151602,-,-,-,-,-,-,-
3151701,Não,Não,Sim,Sim,Não,Não,Não
3151800,Não,Não,Sim,Sim,Não,Sim,Sim
3151909,Não,Não,Não,Sim,Não,Sim,Não
3152006,Não,Não,Sim,Sim,Não,Sim,Não
3152105,Não,Não,Sim,Sim,Não,Sim,Não
3152131,Sim,Não,Sim,Sim,Não,Sim,Não
3152170,Não,Não,Sim,Sim,Não,Sim,Não
3152204,Não,Não,Sim,Sim,Não,Sim,Não
3152303,Não,Não,Não,Sim,Não,Não,Não
3152402,Não,Não,Não,Sim,Não,Sim,Não
3152501,Não,Não,Não,Sim,Não,Sim,Não
3152600,Não,Não,Não,Sim,Não,Sim,Não
3152709,Não,Não,Não,Não,Não,Sim,Não
3152808,Não,Não,Sim,Sim,Não,Sim,Não
3152907,Não,Não,Sim,Sim,Não,Sim,Não
3153004,Não,Não,Sim,Sim,Não,Sim,Não
3153103,Não,Não,Sim,Sim,Não,Sim,Não
3153202,Não,Não,Não,Sim,Não,Não,Não
3153301,Não,Não,Sim,Sim,Não,Sim,Não
3153400,Não,Não,Sim,Sim,Não,Sim,Não
3153509,Não,Não,Não,Sim,Não,Não,Não
3153608,Não,Não,Não,Sim,Não,Sim,Não
3153707,Não,Não,Não,Não,Não,Sim,Não
3153806,Não,Não,Não,Sim,Não,Não,Não
3153905,Não,Não,Sim,Sim,Não,Não,Não
3154002,Não,Não,Não,Sim,Não,Não,Não
3154101,Não,Não,Não,Sim,Não,Não,Não
3154150,Não,Não,Não,Sim,Não,Sim,Não
3154200,Não,Não,Não,Sim,Não,Não,Não
3154309,Não,Não,Não,Sim,Sim,Não,Não
3154408,Não,Não,Não,Sim,Não,Sim,Não
3154457,Não,Não,Não,Sim,Não,Não,Não
3154507,Não,Não,Não,Sim,Não,Não,Não
3154606,Não,Não,Não,Sim,Não,Não,Não
3154705,Não,Não,Não,Sim,Não,Sim,Não
3154804,Não,Não,Sim,Sim,Não,Não,Não
3154903,Não,Não,Sim,Sim,Não,Não,Não
3155009,Não,Não,Sim,Sim,Não,Sim,Não
3155108,Não,Não,Não,Sim,Não,Sim,Não
3155207,Não,Não,Não,Sim,Não,Sim,Não
3155306,Não,Não,Não,Sim,Não,Sim,Não
3155405,Não,Não,Não,Sim,Não,Sim,Não
3155504,Não,Não,Sim,Sim,Não,Sim,Não
3155603,Não,Não,Sim,Sim,Não,Sim,Não
3155702,Não,Não,Sim,Sim,Sim,Sim,Não
3155801,Não,Não,Não,Sim,Não,Sim,Não
3155900,Não,Não,Não,Sim,Não,Não,Não
3156007,Não,Não,Sim,Sim,Não,Não,Não
3156106,Não,Não,Sim,Sim,Não,Sim,Não
3156205,Não,Não,Não,Sim,Não,Não,Não
3156304,Não,Não,Não,Sim,Não,Sim,Não
3156403,Não,Não,Não,Sim,Não,Não,Não
3156452,Não,Não,Sim,Sim,Não,Não,Não
3156502,Não,Não,Não,Sim,Não,Sim,Não
3156601,Não,Não,Não,Sim,Não,Não,Não
3156700,Não,Não,Sim,Sim,Não,Sim,Não
3156809,Não,Não,Não,Sim,Não,Sim,Não
3156908,Não,Não,Sim,Sim,Não,Sim,Não
3157005,Não,Não,Sim,Sim,Não,Sim,Sim
3157104,Sim,Não,Não,Sim,Não,Não,Não
3157203,Não,Não,Sim,Sim,Não,Sim,Não
3157252,Não,Não,Sim,Sim,Não,Não,Não
3157278,-,-,-,-,-,-,-
3157302,Não,Não,Não,Sim,Não,Não,Não
3157336,Não,Não,Sim,Sim,Não,Não,Não
3157377,Não,Não,Sim,Sim,Não,Não,Não
3157401,Não,Não,Não,Sim,Não,Sim,Não
3157500,Não,Não,Não,Não,Não,Sim,Não
3157609,-,-,-,-,-,-,-
3157658,-,-,-,-,-,-,-
3157708,Não,Não,Não,Sim,Não,Sim,Não
3157807,Não,Não,Não,Sim,Não,Sim,Não
3157906,Não,Não,Não,Sim,Não,Sim,Não
3158003,Não,Não,Não,Sim,Não,Não,Não
3158102,Não,Não,Não,Sim,Não,Sim,Não
3158201,Não,Não,Não,Sim,Não,Não,Não
3158300,-,-,-,-,-,-,-
3158409,Não,Não,Não,Sim,Não,Não,Não
3158508,Não,Não,Não,Sim,Não,Sim,Não
3158607,Não,Não,Não,Sim,Não,Não,Não
3158706,Não,Não,Não,Sim,Não,Sim,Não
3158805,Não,Não,Não,Sim,Não,Não,Não
3158904,Não,Não,Não,Sim,Não,Sim,Não
3158953,Não,Não,Sim,Sim,Não,Não,Sim
3159001,-,-,-,-,-,-,-
3159100,Não,Não,Não,Sim,Não,Sim,Não
3159209,Não,Não,Não,Sim,Não,Não,Não
3159308,Não,Não,Não,Sim,Não,Não,Não
3159357,-,-,-,-,-,-,-
3159407,Não,Não,Sim,Sim,Não,Sim,Não
3159506,Não,Não,Sim,Sim,Não,Não,Não
3159605,Não,Não,Não,Sim,Não,Sim,Não
3159704,-,-,-,-,-,-,-
3159803,Sim,Não,Não,Sim,Não,Sim,Não
3159902,-,-,-,-,-,-,-
3160009,Não,Não,Não,Sim,Não,Não,Não
3160108,Não,Não,Não,Não,Não,Sim,Não
3160207,Não,Não,Não,Sim,Não,Sim,Não
3160306,Não,Não,Não,Sim,Não,Sim,Não
3160405,Não,Não,Sim,Sim,Não,Sim,Não
3160454,-,-,-,-,-,-,-
3160504,Não,Não,Não,Sim,Não,Não,Não
3160603,-,-,-,-,-,-,-
3160702,Não,Não,Não,Sim,Não,Não,Não
3160801,Não,Não,Não,Sim,Não,Não,Não
3160900,Não,Não,Não,Sim,Não,Não,Não
3160959,Não,Não,Não,Sim,Não,Não,Não
3161007,Não,Não,Sim,Sim,Não,Sim,Não
3161056,Não,Não,Não,Sim,Não,Não,Não
3161106,Sim,Não,Sim,Sim,Não,Não,Não
3161205,Não,Não,Não,Sim,Não,Não,Não
3161304,Sim,Não,Sim,Sim,Não,Sim,Não
3161403,Não,Não,Não,Sim,Não,Não,Não
3161502,Não,Não,Sim,Sim,Não,Sim,Não
3161601,Não,Não,Não,Sim,Não,Não,Não
3161650,Não,Não,Não,Sim,Não,Não,Não
3161700,-,-,-,-,-,-,-
3161809,Não,Não,Não,Sim,Não,Não,Não
3161908,Não,Não,Não,Não,Não,Sim,Não
3162005,Não,Não,Sim,Sim,Não,Sim,Não
3162104,Não,Não,Sim,Sim,Não,Sim,Não
3162203,Não,Não,Sim,Sim,Não,Sim,Não
3162252,Não,Não,Não,Não,Não,Sim,Não
3162302,Não,Não,Não,Sim,Não,Não,Não
3162401,Não,Não,Não,Sim,Não,Não,Não
3162450,-,-,-,-,-,-,-
3162500,Não,Não,Sim,Sim,Sim,Não,Sim
3162559,Não,Não,Sim,Sim,Não,Sim,Não
3162575,Não,Não,Não,Sim,Não,Não,Não
3162609,Não,Não,Não,Não,Não,Sim,Não
3162658,-,-,-,-,-,-,-
3162708,Não,Não,Sim,Não,Não,Sim,Não
3162807,Não,Não,Sim,Sim,Não,Sim,Não
3162906,Não,Não,Não,Sim,Não,Sim,Não
3162922,Não,Não,Não,Sim,Não,Não,Não
3162948,Não,Não,Não,Sim,Não,Sim,Não
3162955,Não,Não,Sim,Sim,Não,Sim,Não
3163003,Não,Não,Sim,Sim,Não,Não,Não
3163102,Não,Não,Não,Sim,Não,Não,Não
3163201,Não,Não,Não,Sim,Não,Não,Não
3163300,Não,Não,Não,Sim,Não,Não,Não
3163409,Não,Não,Não,Sim,Não,Sim,Não
3163508,Não,Não,Sim,Sim,Não,Sim,Não
3163607,Não,Não,Não,Sim,Não,Sim,Não
3163706,Não,Não,Sim,Sim,Não,Sim,Não
3163805,Não,Não,Não,Sim,Não,Sim,Não
3163904,-,-,-,-,-,-,-
3164001,Não,Não,Não,Sim,Não,Não,Não
3164100,Não,Não,Sim,Sim,Não,Não,Não
3164209,Sim,Não,Sim,Sim,Não,Sim,Não
3164308,Não,Não,Não,Sim,Não,Sim,Não
3164407,-,-,-,-,-,-,-
3164431,Não,Não,Não,Sim,Não,Sim,Não
3164472,Não,Não,Não,Sim,Não,Não,Não
3164506,Não,Não,Não,Sim,Não,Sim,Não
3164605,Não,Não,Não,Sim,Não,Sim,Não
3164704,Não,Não,Sim,Sim,Não,Sim,Não
3164803,Não,Não,Sim,Sim,Não,Não,Não
3164902,Não,Não,Não,Sim,Não,Não,Não
3165008,Não,Não,Sim,Sim,Não,Sim,Não
3165107,Não,Não,Não,Sim,Não,Sim,Não
3165206,Não,Não,Não,Sim,Não,Não,Não
3165305,Não,Não,Não,Sim,Não,Não,Não
3165404,Não,Não,Não,Sim,Não,Não,Não
3165503,Não,Não,Não,Sim,Não,Sim,Não
3165537,Não,Não,Sim,Sim,Não,Sim,Não
3165552,Não,Não,Não,Sim,Não,Não,Não
3165560,Não,Não,Não,Sim,Não,Não,Não
3165578,Não,Não,Não,Sim,Não,Sim,Não
3165602,Não,Não,Não,Sim,Não,Sim,Não
3165701,Não,Não,Sim,Sim,Não,Não,Não
3165800,Não,Não,Não,Sim,Não,Não,Não
3165909,Não,Não,Não,Sim,Não,Sim,Não
3166006,Não,Não,Não,Sim,Não,Sim,Não
3166105,-,-,-,-,-,-,-
3166204,Não,Não,Não,Não,Não,Sim,Não
3166303,-,-,-,-,-,-,-
3166402,-,-,-,-,-,-,-
3166501,Não,Não,Não,Não,Não,Sim,Não
3166600,Não,Não,Não,Sim,Não,Não,Não
3166709,Não,Não,Não,Não,Não,Sim,Não
3166808,Não,Não,Não,Não,Não,Sim,Não
3166907,Não,Não,Não,Sim,Não,Sim,Não
3166956,Não,Não,Sim,Sim,Não,Não,Não
3167004,Não,Não,Não,Sim,Não,Sim,Não
3167103,Não,Não,Não,Sim,Não,Sim,Não
3167202,Não,Não,Sim,Sim,Não,Não,Não
3167301,Não,Não,Não,Sim,Não,Sim,Não
3167400,Não,Não,Não,Sim,Não,Sim,Não
3167509,Não,Não,Não,Sim,Não,Não,Não
3167608,Não,Não,Não,Sim,Não,Sim,Não
3167707,Não,Não,Sim,Sim,Não,Sim,Não
3167806,Não,Não,Não,Sim,Não,Sim,Não
3167905,Não,Não,Não,Sim,Não,Sim,Não
3168002,Não,Não,Sim,Sim,Não,Sim,Não
3168051,Não,Não,Não,Sim,Não,Não,Não
3168101,Não,Não,Não,Não,Não,Sim,Não
3168200,Não,Não,Não,Sim,Não,Não,Não
3168309,Não,Não,Não,Sim,Não,Não,Não
3168408,Não,Não,Não,Sim,Não,Sim,Não
3168507,Não,Não,Não,Sim,Não,Sim,Não
3168606,Não,Não,Sim,Sim,Não,Sim,Sim
3168705,Não,Não,Sim,Sim,Sim,Não,Não
3168804,Não,Não,Não,Sim,Sim,Sim,Não
3168903,Não,Não,Não,Sim,Não,Sim,Não
3169000,Não,Não,Não,Sim,Não,Sim,Não
3169059,-,-,-,-,-,-,-
3169109,Não,Não,Não,Sim,Não,Não,Não
3169208,Não,Não,Não,Sim,Não,Não,Não
3169307,Não,Não,Não,Sim,Não,Não,Não
3169356,Não,Não,Sim,Não,Não,Não,Não
3169406,Não,Não,Não,Sim,Não,Não,Não
3169505,Sim,Não,Não,Sim,Sim,Sim,Não
3169604,Não,Não,Sim,Sim,Não,Não,Não
3169703,Não,Não,Não,Sim,Não,Sim,Não
3169802,Não,Não,Não,Sim,Não,Sim,Não
3169901,Não,Não,Sim,Sim,Não,Não,Não
3170008,Não,Não,Sim,Sim,Não,Sim,Não
3170057,Não,Não,Não,Não,Não,Sim,Não
3170107,Não,Não,Sim,Sim,Não,Não,Não
3170206,Não,Não,Sim,Sim,Não,Sim,Sim
3170305,-,-,-,-,-,-,-
3170404,Não,Não,Sim,Sim,Não,Não,Não
3170438,Não,Não,Não,Sim,Não,Não,Não
3170479,Não,Não,Não,Sim,Não,Sim,Não
3170503,Não,Não,Não,Sim,Não,Sim,Não
3170529,Não,Não,Não,Sim,Não,Não,Não
3170578,Não,Não,Não,Sim,Não,Não,Não
3170602,Não,Não,Não,Sim,Não,Sim,Não
3170651,Não,Não,Não,Não,Não,Sim,Não
3170701,Não,Não,Não,Sim,Não,Sim,Sim
3170750,Não,Não,Não,Sim,Não,Sim,Não
3170800,Sim,Não,Sim,Sim,Não,Sim,Não
3170909,Não,Não,Sim,Sim,Não,Sim,Não
3171006,Não,Não,Sim,Sim,Não,Sim,Não
3171030,Não,Não,Sim,Sim,Não,Não,Não
3171071,Não,Não,Não,Sim,Não,Não,Não
3171105,Não,Não,Não,Sim,Não,Não,Não
3171154,Não,Não,Sim,Sim,Não,Não,Não
3171204,Não,Não,Não,Sim,Não,Não,Não
3171303,Não,Não,Não,Sim,Não,Sim,Sim
3171402,Não,Não,Não,Não,Não,Sim,Não
3171501,Não,Não,Sim,Não,Não,Não,Não
3171600,Não,Não,Sim,Não,Não,Sim,Não
3171709,Não,Não,Não,Sim,Não,Sim,Não
3171808,Não,Não,Não,Sim,Não,Sim,Não
3171907,Não,Não,Sim,Sim,Não,Sim,Não
3172004,Não,Não,Sim,Sim,Não,Sim,Não
3172103,Não,Não,Não,Sim,Não,Sim,Não
3172202,Não,Não,Não,Não,Não,Sim,Não
3200102,Não,Não,Não,Sim,Não,Não,Não
3200136,Não,Não,Não,Sim,Não,Sim,Não
3200169,Não,Não,Não,Sim,Não,Sim,Não
3200201,Não,Não,Não,Sim,Não,Não,Não
3200300,Não,Não,Não,Sim,Não,Não,Não
3200359,Não,Não,Não,Sim,Não,Não,Não
3200409,Não,Não,Não,Sim,Não,Sim,Não
3200508,Não,Não,Não,Sim,Não,Não,Não
3200607,Não,Não,Sim,Não,Não,Não,Não
3200706,Não,Não,Não,Sim,Não,Não,Não
3200805,Não,Não,Não,Sim,Sim,Sim,Não
3200904,Não,Não,Sim,Sim,Não,Sim,Não
3201001,Não,Não,Não,Sim,Não,Não,Não
3201100,Não,Não,Não,Sim,Não,Não,Não
3201159,Não,Não,Não,Sim,Não,Não,Não
3201209,Não,Não,Não,Sim,Não,Não,Não
3201308,Não,Não,Não,Sim,Não,Não,Não
3201407,Não,Não,Não,Sim,Não,Não,Não
3201506,Sim,Não,Não,Sim,Não,Sim,Não
3201605,Não,Não,Não,Sim,Não,Não,Não
3201704,Não,Não,Não,Sim,Não,Não,Não
3201803,Não,Não,Não,Sim,Não,Não,Não
3201902,Não,Não,Não,Sim,Não,Não,Não
3202009,Não,Não,Não,Sim,Não,Não,Não
3202108,Não,Não,Não,Sim,Não,Não,Não
3202207,Não,Não,Não,Sim,Sim,Não,Não
3202256,Não,Não,Não,Sim,Não,Não,Não
3202306,Não,Não,Não,Sim,Não,Não,Não
3202405,Não,Não,Não,Sim,Não,Não,Não
3202454,Não,Não,Não,Sim,Não,Não,Não
3202504,-,-,-,-,-,-,-
3202553,Não,Não,Não,Sim,Não,Não,Não
3202603,Não,Não,Não,Sim,Não,Não,Não
3202652,Não,Não,Não,Sim,Não,Não,Não
3202702,Não,Não,Não,Sim,Não,Não,Não
3202801,Não,Não,Sim,Sim,Não,Sim,Não
3202900,Não,Não,Não,Sim,Não,Não,Não
3203007,Não,Não,Não,Sim,Não,Não,Não
3203056,Não,Não,Não,Sim,Não,Não,Não
3203106,Não,Não,Sim,Sim,Não,Não,Não
3203130,Não,Não,Não,Sim,Sim,Sim,Não
3203163,Não,Não,Não,Sim,Não,Não,Não
3203205,Não,Não,Sim,Não,Não,Não,Não
3203304,Não,Não,Não,Sim,Não,Sim,Não
3203320,Não,Não,Não,Sim,Não,Sim,Não
3203346,Não,Não,Não,Sim,Não,Não,Não
3203353,Não,Não,Não,Sim,Não,Não,Não
3203403,Não,Não,Não,Sim,Não,Não,Não
3203502,Não,Não,Não,Sim,Não,Não,Não
3203601,Não,Não,Não,Sim,Não,Não,Não
3203700,Não,Não,Não,Sim,Não,Sim,Não
3203809,Não,Não,Não,Sim,Não,Não,Não
3203908,Não,Não,Não,Sim,Não,Não,Não
3204005,Não,Não,Não,Sim,Não,Não,Não
3204054,Não,Não,Não,Sim,Não,Não,Não
3204104,Não,Não,Não,Sim,Não,Não,Não
3204203,Não,Não,Não,Sim,Não,Não,Não
3204252,Não,Não,Não,Sim,Não,Não,Não
3204302,Não,Não,Não,Sim,Não,Não,Não
3204351,Não,Não,Sim,Sim,Não,Sim,Não
3204401,Não,Não,Não,Sim,Não,Não,Não
3204500,Não,Não,Não,Sim,Não,Não,Não
3204559,Não,Não,Não,Sim,Não,Não,Não
3204609,Não,Não,Não,Sim,Não,Não,Não
3204658,Não,Não,Sim,Sim,Não,Não,Não
3204708,Não,Não,Sim,Sim,Não,Não,Não
3204807,Não,Não,Não,Sim,Não,Sim,Não
3204906,Não,Não,Sim,Sim,Não,Não,Não
3204955,Não,Não,Não,Sim,Não,Não,Não
3205002,Não,Não,Não,Sim,Não,Não,Não
3205010,Não,Não,Sim,Sim,Não,Sim,Não
3205036,Não,Não,Não,Sim,Não,Sim,Não
3205069,Não,Não,Não,Sim,Não,Não,Não
3205101,Não,Não,Não,Sim,Não,Sim,Não
3205150,Não,Não,Não,Sim,Não,Não,Não
3205176,Não,Não,Não,Sim,Não,Não,Não
3205200,Não,Não,Não,Sim,Não,Não,Não
