CodMun,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
3150406,Não sabe,Não,Não,Não,Não,Não
3150505,Não,Não,Não,Não,Não,Não
3150539,Não,Não,Não,Não,Não,Não
3150570,Sim,Não,Sim,Não,Não,Não
3150604,Não,Não,Não,Não,Não,Não
3150703,Não,Não,Não,Não,Não,Não
3150802,Sim,Não,Não,Não,Sim,Não
3150901,Sim,Não,Não,Não,Não,Não
3151008,Sim,Não,Não,Não,Não,Não
3151107,Não,Sim,Sim,Sim,Sim,Sim
3151206,Sim,Sim,Não,Não sabe,Sim,Não sabe
3151305,Não,Não,Não,Não sabe,Não,Não
3151404,Sim,Não,Não,Não,Não,Não
3151503,Sim,Não,Não,Não,Não,Não
3151602,Não,Não,Não,Não,Não,Não
3151701,Sim,Não,Não,Sim,Sim,Sim
3151800,Não,Sim,Não,Sim,Não,Não
3151909,Sim,Sim,Sim,Sim,Sim,Sim
3152006,Sim,Sim,Não,Não,Não,Não
3152105,Não,Não,Não,Não,Não,Sim
3152131,Sim,Não,Sim,Não,Não,Não
3152170,Sim,Não,Sim,Não,Não,Não
3152204,Sim,Não,Não,Não,Não,Não
3152303,Não,Não,Não,Não,Não,Não
3152402,Sim,Não,Não sabe,Não,Não,Não
3152501,Sim,Sim,Não,Sim,Sim,Sim
3152600,Sim,Não,Não,Sim,Sim,Não sabe
3152709,Não,Não,Não sabe,Não,Não,Não
3152808,Sim,Não,Não,Não,Sim,Não
3152907,Não,Não,Não,Não,Sim,Não
3153004,Não,Não,Não,Não,Não,Não
3153103,Não sabe,Não,Não,Não,Não,Não
3153202,Sim,Não,Não,Não,Não,Não
3153301,Não,Não,Não,Não,Não,Não
3153400,Não,Não,Não,Não,Não,Não
3153509,Sim,Não,Não sabe,Não,Não sabe,Não sabe
3153608,Não,Sim,Não,Não,Não,Não
3153707,Não,Não,Não,Não,Não,Não
3153806,Sim,Não,Não,Não,Não,Não
3153905,Não,Não,Não,Não,Não,Não
3154002,Sim,Não,Não,Não,Não,Não sabe
3154101,Não sabe,Não,Não,Não,Sim,Não
3154150,Não,Não,Não,Não,Não,Não
3154200,Sim,Não,Não,Não,Não,Não
3154309,Sim,Sim,Não,Sim,Sim,Sim
3154408,Não,Não,Não,Não sabe,Não,Sim
3154457,Sim,Não,Sim,Não,Não,Não
3154507,Sim,Não,Não,Não,Não,Não
3154606,Não,Sim,Sim,Sim,Sim,Sim
3154705,Não,Não,Não,Sim,Não,Não
3154804,Não,Não,Não,Não,Não,Não
3154903,Não,Não,Não,Não,Não,Não
3155009,Não,Não,Não,Não,Não,Não
3155108,Sim,Sim,Sim,Sim,Não,Não
3155207,Sim,Sim,Sim,Sim,Sim,Sim
3155306,Não,Não,Não,Não,Não,Não
3155405,Não,Sim,Não,Sim,Não,Não
3155504,Sim,Não,Sim,Não,Sim,Não
3155603,Sim,Não,Não,Não,Sim,Não
3155702,Não,Não,Não,Não,Não,Não
3155801,Não,Sim,Sim,Sim,Sim,Sim
3155900,Não,Não,Não,Sim,Sim,Sim
3156007,Sim,Não,Não,Não,Sim,Sim
3156106,Não,Não,Sim,Não,Não,Não
3156205,Não,Não,Não,Não,Não,Não
3156304,Sim,Não,Não sabe,Não,Sim,Não
3156403,Não,Não,Não,Não,Não,Não
3156452,Sim,Não,Não,Não,Não,Não
3156502,Sim,Não,Não,Não,Não,Não
3156601,Sim,Não,Não,Não,Sim,Não
3156700,Não,Sim,Não,Sim,Sim,Sim
3156809,Sim,Não,Não,Não,Sim,Sim
3156908,Sim,Não,Não sabe,Não,Não,Não
3157005,Sim,Não,Não,Não,Não,Não
3157104,Sim,Não,Não,Não,Não,Não
3157203,Não,Não,Não,Não,Não,Não
3157252,Sim,Não,Não,Não,Não,Não
3157278,Não,Não,Não,Não,Não,Sim
3157302,Não,Sim,Não,Sim,Não,Não
3157336,Não,Sim,Não,Não,Não,Não
3157377,Sim,Não,Não,Não,Não,Não
3157401,Sim,Não,Sim,Não,Não,Não
3157500,Sim,Não,Não,Não sabe,Sim,Não sabe
3157609,Sim,Não,Não,Não,Não,Não
3157658,Sim,Sim,Não,Sim,Sim,Não
3157708,Sim,Não,Não sabe,Não,Não sabe,Não
3157807,Não,Sim,Não sabe,Não,Sim,Sim
3157906,Sim,Não,Não,Não,Sim,Não
3158003,Sim,Sim,Não sabe,Não,Sim,Não sabe
3158102,Sim,Não,Não,Não,Não,Não
3158201,Sim,Não,Não,Sim,Sim,Sim
3158300,Não,Não,Não,Não,Não,Não
3158409,Sim,Não,Não,Não,Não,Não
3158508,Sim,Não,Não,Não,Não,Não
3158607,Não,Não,Não,Não,Sim,Não
3158706,Não sabe,Não,Não,Não,Não,Não
3158805,Não,Não,Não,Não,Não,Não
3158904,Não,Não,Não,Não,Não,Não
3158953,Não,Não,Não,Não sabe,Não sabe,Não sabe
3159001,Sim,Não,Não,Não,Sim,Não
3159100,Não,Não sabe,Não,Sim,Não sabe,Não
3159209,Não,Não,Não,Não,Não,Não
3159308,Não,Não,Não,Não,Não,Não
3159357,Sim,Não,Não,Não,Não,Não
3159407,Não,Não,Não,Não,Não,Não
3159506,Sim,Sim,Sim,Sim,Sim,Sim
3159605,Não,Sim,Não,Não,Não,Não
3159704,Não,Não,Não,Não,Não,Não
3159803,Não,Não,Não,Não,Não,Não
3159902,Sim,Não,Não,Não,Não,Não
3160009,Não,Não,Não,Não,Não,Não
3160108,Sim,Sim,Não,Sim,Sim,Não
3160207,Não,Não,Não,Não,Não,Sim
3160306,Sim,Sim,Sim,Sim,Sim,Não
3160405,Sim,Não,Não,Não,Sim,Não
3160454,Sim,Não,Não,Não,Não,Não
3160504,Sim,Sim,Sim,Sim,Sim,Sim
3160603,Sim,Não,Não sabe,Não sabe,Não sabe,Não sabe
3160702,Sim,Sim,Não,Sim,Sim,Sim
3160801,Sim,Não,Não,Não,Não,Não
3160900,Sim,Não,Sim,Não,Não,Sim
3160959,Não,Não,Não,Não,Não,Não
3161007,Sim,Não,Não,Não,Não,Sim
3161056,Não,Não,Não,Não,Não,Não
3161106,Sim,Sim,Não,Não,Não,Não
3161205,Sim,Não,Não,Não,Não,Não sabe
3161304,Não,Não,Não,Não,Não,Não
3161403,Sim,Não,Não,Não,Não,Não
3161502,Não,Não,Não,Não,Não,Não
3161601,Sim,Não,Não,Não,Não,Não
3161650,Sim,Não,Não,Não,Não,Não
3161700,Sim,Sim,Não,Não,Não,Não
3161809,Sim,Não,Não sabe,Não,Não,Não
3161908,Não,Sim,Não,Não,Não,Não
3162005,Sim,Sim,Não,Sim,Sim,Não
3162104,Sim,Não,Não,Não,Sim,Não
3162203,Sim,Não,Não,Não,Não,Não
3162252,Sim,Não,Sim,Sim,Sim,Não
3162302,Não,Não,Não,Não,Não,Não
3162401,Sim,Não,Não,Não,Não,Não
3162450,Sim,Não,Sim,Não,Sim,Não sabe
3162500,Não,Não,Sim,Não,Sim,Não
3162559,Não,Não,Não,Não,Não,Não
3162575,Sim,Sim,Sim,Sim,Sim,Não
3162609,Sim,Não,Não,Não,Não,Não
3162658,Sim,Não,Não,Não,Não,Não
3162708,Sim,Sim,Sim,Sim,Não,Não
3162807,Sim,Não,Não,Não,Não,Sim
3162906,Não,Não,Não,Não,Não,Não
3162922,Não,Não,Não,Não,Não,Não
3162948,Sim,Não,Não sabe,Não,Não,Não
3162955,Não,Não,Não,Não,Não,Não
3163003,Sim,Não,Não,Sim,Não,Não
3163102,Sim,Não,Não,Não,Não,Não
3163201,Não,Não,Não,Não,Não,Não
3163300,Sim,Não,Não,Não,Não,Não
3163409,Não,Não,Não,Não,Não sabe,Sim
3163508,Não,Sim,Não,Sim,Sim,Sim
3163607,Sim,Não,Não,Não,Não,Sim
3163706,Não,Não,Não,Sim,Sim,Não
3163805,Não,Não,Não,Não,Não sabe,Não sabe
3163904,Não,Não,Não,Não,Não,Não
3164001,Não,Não,Não,Não,Não,Não
3164100,Sim,Sim,Sim,Sim,Sim,Sim
3164209,Sim,Não,Sim,Não,Não,Não
3164308,Não,Não,Sim,Não,Não,Não sabe
3164407,Não,Sim,Não,Sim,Não,Não
3164431,Sim,Não,Sim,Não,Não,Sim
3164472,Não sabe,Não,Não,Não,Não,Sim
3164506,Sim,Sim,Não,Sim,Sim,Sim
3164605,Não,Não,Não,Não,Não,Não
3164704,Não,Não,Não,Sim,Não,Não
3164803,Não,Não,Não,Não,Sim,Não
3164902,Sim,Não,Não,Não,Não,Não
3165008,Não,Não,Não,Não,Não,Não
3165107,Não,Não,Não,Não,Não,Não
3165206,Não,Não,Não,Não,Não,Não
3165305,Não,Não,Não,Não,Não,Não
3165404,Não sabe,Não,Não,Não,Não,Não
3165503,Não,Não,Não,Não sabe,Não,Sim
3165537,Não,Sim,Não,Sim,Sim,Não
3165552,Sim,Não,Sim,Sim,Não,Sim
3165560,Não,Não,Não,Não,Não,Não
3165578,Não sabe,Não,Não,Não,Não,Não
3165602,Não,Não,Não,Não,Não,Não
3165701,Sim,Não,Não,Não,Não,Não
3165800,Sim,Não,Não,Sim,Não,Sim
3165909,Sim,Não,Não,Não,Não,Não
3166006,Sim,Não,Não,Não,Não,Não
3166105,Não,Não,Não,Não,Não,Não
3166204,Não,Não,Não,Não,Sim,Sim
3166303,Sim,Não,Não sabe,Não,Sim,Não
3166402,Não,Não,Não,Não,Não,Não
3166501,Não,Não,Não,Não,Não,Não
3166600,Sim,Não,Não,Não,Não,Não
3166709,Sim,Não,Não,Não,Não sabe,Não
3166808,Não,Não,Não,Não,Não,Não
3166907,Sim,Não,Não,Não,Não,Não
3166956,Sim,Não,Sim,Não,Não,Não
3167004,Sim,Não,Não,Não,Não,Não
3167103,Sim,Sim,Não,Sim,Sim,Sim
3167202,Sim,Sim,Não,Não,Não,Não
3167301,Não,Não,Não,Não,Não,Não
3167400,Não,Não,Não,Não,Não,Não
3167509,Não,Não,Não,Não,Não,Não
3167608,Sim,Não,Não,Não,Não,Não
3167707,Sim,Não,Não,Não,Não,Não
3167806,Sim,Sim,Não,Sim,Sim,Não
3167905,Não,Sim,Não sabe,Sim,Sim,Sim
3168002,Sim,Não,Não,Não,Não,Não
3168051,Não,Sim,Sim,Sim,Sim,Sim
3168101,Não,Sim,Sim,Sim,Sim,Sim
3168200,Não,Não,Não,Sim,Não,Não
3168309,Não,Não,Não,Não,Não,Não
3168408,Sim,Não,Sim,Sim,Não,Sim
3168507,Sim,Não,Não,Não sabe,Não,Não
3168606,Sim,Não,Não sabe,Sim,Não sabe,Não sabe
3168705,Não,Sim,Não sabe,Não,Sim,Sim
3168804,Não,Sim,Não,Não,Não,Não
3168903,Não,Não,Sim,Não,Não,Não
3169000,Não,Sim,Não sabe,Sim,Não,Não sabe
3169059,Sim,Não sabe,Não sabe,Sim,Sim,Não
3169109,Não,Sim,Não sabe,Não sabe,Não sabe,Não sabe
3169208,Não,Não,Não,Não,Não,Não
3169307,Sim,Sim,Sim,Não,Sim,Não sabe
3169356,Não,Não,Não,Não,Não,Não
3169406,Não,Sim,Não,Sim,Sim,Não
3169505,Não,Sim,Não,Sim,Sim,Não
3169604,Não,Não,Não,Não,Não sabe,Não
3169703,Sim,Não,Sim,Sim,Sim,Sim
3169802,Sim,Não,Não,Não,Não,Não
3169901,Sim,Não,Sim,Não,Sim,Sim
3170008,Sim,Sim,Sim,Não,Sim,Não
3170057,Sim,Não,Não,Não,Não,Não
3170107,Sim,Sim,Sim,Não sabe,Sim,Sim
3170206,Não,Sim,Não,Não,Sim,Não
3170305,Sim,Não,Sim,Não,Não,Não
3170404,Sim,Sim,Não,Sim,Sim,Não
3170438,Não,Não,Não,Não,Não,Não
3170479,Não,Não,Não,Não,Não,Não
3170503,Sim,Sim,Não,Sim,Sim,Não
3170529,Sim,Não,Não,Não,Não,Não
3170578,Sim,Não,Não,Não,Não sabe,Não
3170602,Não,Não,Não,Não,Não,Não
3170651,Sim,Não,Sim,Não,Não,Não
3170701,Sim,Não,Não,Não,Sim,Não
3170750,Sim,Não,Não,Não,Não,Não
3170800,Sim,Não,Não,Não,Não,Não
3170909,Sim,Não,Sim,Não,Não,Não
3171006,Não,Não,Sim,Não,Não,Não
3171030,Sim,Não,Não,Não,Não,Não
3171071,Sim,Sim,Sim,Sim,Sim,Sim
3171105,Sim,Não,Não,Não,Não,Não
3171154,Não,Não,Não,Não,Não,Não
3171204,Não,Sim,Sim,Sim,Sim,Sim
3171303,Sim,Não,Não,Não,Não,Não
3171402,Não,Não,Não,Não,Não,Não
3171501,Sim,Não,Não,Não,Sim,Sim
3171600,Sim,Não,Sim,Não sabe,Não,Não
3171709,Não,Não,Não,Não,Não,Não
3171808,Não,Não,Não,Não,Não,Sim
3171907,Sim,Sim,Não,Sim,Não,Sim
3172004,Não,Não,Não,Não,Sim,Sim
3172103,Sim,Não,Não,Não,Não,Não
3172202,Sim,Não,Não,Não,Não,Não
3200102,Sim,Não,Sim,Sim,Não,Sim
3200136,Sim,Sim,Não,Sim,Sim,Não
3200169,Sim,Sim,Não sabe,Não sabe,Sim,Não sabe
3200201,Sim,Sim,Não,Não,Sim,Sim
3200300,Sim,Sim,Não,Não,Não,Não
3200359,Sim,Sim,Não sabe,Não,Sim,Sim
3200409,Sim,Sim,Não,Sim,Sim,Sim
3200508,Sim,Sim,Não,Não,Sim,Não
3200607,Sim,Sim,Sim,Sim,Sim,Não
3200706,Sim,Sim,Sim,Sim,Não,Não
3200805,Sim,Sim,Sim,Sim,Sim,Sim
3200904,Sim,Sim,Não sabe,Sim,Sim,Sim
3201001,Sim,Não,Não,Não,Não,Não
3201100,Sim,Sim,Não,Não,Sim,Sim
3201159,Sim,Não,Não,Não,Não,Sim
3201209,Sim,Sim,Não,Sim,Sim,Não
3201308,Sim,Sim,Sim,Sim,Sim,Sim
3201407,Sim,Sim,Sim,Não,Sim,Sim
3201506,Não,Sim,Não,Sim,Sim,Sim
3201605,Sim,Sim,Não,Sim,Sim,Não
3201704,Sim,Sim,Sim,Sim,Sim,Sim
3201803,Sim,Não,Não,Não,Sim,Não
3201902,Sim,Sim,Sim,Sim,Não,Sim
3202009,Sim,Sim,Não,Não,Não,Não
3202108,Sim,Sim,Sim,Sim,Sim,Não
3202207,Sim,Sim,Não,Sim,Não,Não
3202256,Sim,Sim,Não sabe,Sim,Não,Não sabe
3202306,Sim,Não,Não,Não,Não,Não
3202405,Sim,Não,Não,Não,Não,Não
3202454,Sim,Não,Não,Não,Não,Não
3202504,Sim,Sim,Não,Sim,Sim,Não
3202553,Sim,Não,Não,Não,Sim,Sim
3202603,Sim,Sim,Não,Sim,Sim,Sim
3202652,Sim,Não,Não,Não,Não,Não
3202702,Sim,Sim,Sim,Sim,Sim,Sim
3202801,Sim,Sim,Sim,Sim,Sim,Sim
3202900,Sim,Sim,Sim,Não,Sim,Sim
3203007,Sim,Sim,Não,Não,Sim,Sim
3203056,Sim,Sim,Não sabe,Sim,Sim,Sim
3203106,Sim,Sim,Sim,Não,Sim,Sim
3203130,Sim,Sim,Sim,Não,Sim,Sim
3203163,Sim,Não,Sim,Sim,Sim,Sim
3203205,Sim,Não,Não,Sim,Não,Não
3203304,Sim,Sim,Sim,Sim,Sim,Sim
3203320,Sim,Não,Não,Não,Não,Não
3203346,Sim,Sim,Sim,Sim,Sim,Sim
3203353,Sim,Sim,Não sabe,Sim,Sim,Sim
3203403,Não,Sim,Não,Sim,Sim,Sim
3203502,Sim,Não,Não,Não,Não,Não
3203601,Sim,Não,Não,Não,Não,Não
3203700,Sim,Não,Não,Não,Sim,Sim
3203809,Sim,Sim,Sim,Sim,Sim,Sim
3203908,Sim,Sim,Não,Sim,Sim,Não sabe
3204005,Sim,Sim,Não,Sim,Não sabe,Sim
3204054,Sim,Sim,Sim,Não,Sim,Sim
3204104,Sim,Não,Não,Não,Não,Não
3204203,Sim,Sim,Não,Não,Sim,Não
3204252,Sim,Não,Sim,Não sabe,Não sabe,Não sabe
3204302,Sim,Não,Não,Não,Não,Não
3204351,Sim,Sim,Sim,Sim,Sim,Não sabe
3204401,Sim,Sim,Não,Sim,Sim,Sim
3204500,Sim,Sim,Sim,Sim,Sim,Sim
3204559,Sim,Sim,Sim,Sim,Sim,Sim
3204609,Sim,Não,Não,Não,Não,Não
3204658,Sim,Sim,Sim,Sim,Sim,Sim
3204708,Sim,Sim,Não sabe,Sim,Sim,Sim
3204807,Sim,Sim,Não,Não,Não,Não
3204906,Sim,Sim,Não sabe,Sim,Sim,Sim
3204955,Sim,Sim,Sim,Sim,Não,Sim
3205002,Sim,Sim,Sim,Não,Sim,Sim
3205010,Sim,Não,Não,Sim,Não,Não
3205036,Sim,Sim,Sim,Não sabe,Não sabe,Sim
3205069,Não,Não,Não,Não,Sim,Sim
3205101,Não,Sim,Não,Sim,Sim,Não
3205150,Sim,Não,Não,Sim,Sim,Não
3205176,Sim,Sim,Não,Sim,Sim,Não
3205200,Sim,Sim,Sim,Sim,Sim,Sim
3205309,Sim,Sim,Sim,Não,Sim,Sim
3300100,Sim,Sim,Sim,Não,Sim,Sim
3300159,Sim,Não,Sim,Não,Não,Não
3300209,Não,Sim,Não,Sim,Sim,Não
3300225,Não,Não,Não,Não,Não,Não
3300233,Sim,Sim,Não,Sim,Sim,Sim
3300258,Não,Sim,Não,Não,Não,Não
3300308,Não,Sim,Sim,Sim,Sim,Sim
3300407,Não,Sim,Sim,Sim,Sim,Sim
3300456,Não,Sim,Não,Sim,Sim,Sim
3300506,Não,Não,Não,Não,Não sabe,Não
3300605,Sim,Sim,Sim,Não,Sim,Não
3300704,Não,Sim,Não,Não,Não,Não
3300803,Não,Sim,Não,Sim,Sim,Sim
3300902,Sim,Sim,Não sabe,Sim,Sim,Não
3300936,Sim,Não,Não,Não,Não,Não
3300951,Não,Não,Não,Não,Não,Não
3301009,Sim,Sim,Não,Não,Sim,Sim
3301108,Sim,Não,Não,Sim,Não,Não
3301157,Sim,Sim,Não,Não,Sim,Não
3301207,Sim,Sim,Não,Não sabe,Não,Não
3301306,Não,Não,Não,Não,Não,Não
3301405,Sim,Sim,Não,Sim,Não,Sim
3301504,Sim,Sim,Sim,Sim,Não,Sim
3301603,Sim,Não,Não,Não,Não,Não
3301702,Não,Não sabe,Não sabe,Sim,Sim,Sim
3301801,Não sabe,Sim,Sim,Sim,Sim,Sim
3301850,Não,Sim,Não,Sim,Sim,Sim
3301876,Não,Sim,Não,Não,Sim,Não
3301900,Não,Não,Não,Sim,Não,Não
3302007,Não,Não sabe,Não sabe,Não sabe,Não,Não
3302056,Sim,Não,Não,Não,Não,Não
3302106,Não,Não,Não,Sim,Não,Sim
3302205,Sim,Não,Não,Não,Não,Não
3302254,Não,Sim,Não,Sim,Sim,Sim
3302270,Não,Sim,Sim,Sim,Sim,Sim
3302304,Sim,Não,Não,Não,Sim,Não
3302403,Não,Sim,Sim,Sim,Sim,Sim
3302452,Sim,Não,Não,Não,Não,Sim
3302502,Não,Sim,Sim,Sim,Sim,Sim
3302601,Não,Sim,Não,Não,Sim,Sim
3302700,Não,Sim,Sim,Sim,Sim,Sim
3302809,Não,Não,Não,Não,Sim,Sim
3302858,Sim,Sim,Sim,Sim,Sim,Sim
3302908,Não,Sim,Sim,Não,Sim,Sim
3303005,Sim,Sim,Não,Não,Sim,Sim
3303104,Sim,Não,Não,Não,Não,Não
3303203,Não,Sim,Sim,Sim,Não,Sim
3303302,Não,Sim,Sim,Não,Não,Sim
3303401,Não,Sim,Sim,Não,Não,Sim
3303500,Não,Sim,Sim,Sim,Sim,Não sabe
3303609,Sim,Sim,Sim,Sim,Sim,Sim
3303708,Não,Sim,Sim,Sim,Sim,Sim
3303807,Não,Sim,Não,Sim,Sim,Não
3303856,Não,Sim,Não,Sim,Não,Sim
3303906,Sim,Sim,Sim,Não,Sim,Sim
3303955,Sim,Sim,Não,Sim,Sim,Sim
3304003,Não,Não,Não,Sim,Não,Sim
3304102,Sim,Não,Não,Não,Não,Não
3304110,Não,Não,Não,Não,Não,Não
3304128,Não,Sim,Sim,Sim,Sim,Sim
3304144,Não,Sim,Não,Sim,Sim,Sim
3304151,Sim,Não,Não sabe,Não,Não,Não
3304201,Não,Não,Não,Não,Não,Não
3304300,Não,Sim,Sim,Não,Sim,Sim
3304409,Não,Não,Não,Sim,Não,Sim
3304508,Sim,Não sabe,Não,Não,Não,Não sabe
3304524,Não,Sim,Não,Não,Não,Não
3304557,Não,Sim,Não,Não,Não,Sim
3304607,Sim,Sim,Não,Sim,Sim,Sim
3304706,Sim,Sim,Não,Sim,Sim,Sim
3304755,Sim,Não,Não,Não,Não,Não
3304805,Sim,Sim,Não,Não,Não,Não
3304904,Não,Sim,Sim,Sim,Não,Sim
3305000,Sim,Não,Sim,Não,Não,Não
3305109,Não,Sim,Sim,Sim,Sim,Sim
3305133,Sim,Não,Não,Não,Não,Não
3305158,Sim,Não,Não,Não,Não,Sim
3305208,Não,Não,Não,Não,Não,Não
3305307,Sim,Não,Não,Sim,Sim,Sim
3305406,Sim,Não,Não,Sim,Não,Sim
3305505,Não,Sim,Sim,Sim,Não,Sim
3305554,Não,Não sabe,Não,Não,Não,Não
3305604,Não,Sim,Sim,Sim,Sim,Sim
3305703,Não,Sim,Não sabe,Não,Não,Não
3305752,Não sabe,Sim,Não,Sim,Sim,Não sabe
3305802,Não,Sim,Não,Não,Sim,Sim
3305901,Não,Não,Não,Sim,Sim,Sim
3306008,Não,Sim,Não,Sim,Sim,Sim
3306107,Sim,Sim,Não,Sim,Sim,Não
3306156,Sim,Não,Não,Não,Não,Sim
3306206,Não,Sim,Sim,Sim,Sim,Sim
3306305,Não,Sim,Não,Não,Sim,Sim
3500105,Não,Sim,Não,Sim,Sim,Não
3500204,Não,Não,Não,Não,Não,Não
3500303,Sim,Não,Não,Não,Não sabe,Não
3500402,Sim,Sim,Não sabe,Sim,Sim,Sim
3500501,Não,Não,Não,Não,Não,Sim
3500550,Sim,Não sabe,Não,Sim,Sim,Não
3500600,Não,Não,Não,Não,Não,Não
3500709,Não,Sim,Não sabe,Não,Sim,Não sabe
3500758,Sim,Não,Não,Não,Não,Não
3500808,Não,Não,Não,Não,Não,Não
3500907,Não,Não,Não,Não,Não,Não
3501004,Não,Não,Sim,Não,Sim,Não
3501103,Não,Não,Não,Não,Não,Não
3501152,Não,Sim,Não,Não,Sim,Não
3501202,Não,Não,Não,Não,Não,Não
3501301,Não,Não,Sim,Não,Não,Não
3501400,Não,Não,Sim,Não,Não,Não
3501509,Sim,Não,Não,Não,Não,Não
3501608,Não,Sim,Não,Sim,Sim,Não
3501707,Não,Não,Não,Não,Não,Não
3501806,Sim,Não,Sim,Não,Sim,Não
3501905,Sim,Sim,Não,Sim,Sim,Sim
3502002,Sim,Não,Não,Não,Não,Não
3502101,Sim,Não,Não,Não,Não,Não
3502200,Sim,Sim,Não,Sim,Não,Não
3502309,Não,Não,Não,Não,Não,Não
3502408,Não,Não,Não,Não,Não,Não
3502507,Não,Sim,Sim,Sim,Sim,Sim
3502606,Não,Não,Não,Não,Não,Não
3502705,Não,Sim,Não,Sim,Sim,Sim
3502754,Não,Sim,Sim,Sim,Sim,Sim
3502804,Não,Sim,Sim,Sim,Sim,Não sabe
3502903,Sim,Sim,Não,Sim,Sim,Não
3503000,Sim,Não,Não,Não,Não,Não
3503109,Não,Sim,Não,Sim,Sim,Não
3503158,Sim,Não,Não,Não,Não,Não
3503208,Não,Sim,Sim,Não,Sim,Não
3503307,Sim,Não,Não,Não,Não,Não
3503356,Não,Não,Não,Não,Não,Não
3503406,Sim,Não,Não,Não,Sim,Não
3503505,Não,Não,Não,Não,Não,Não
3503604,Não,Não,Não,Não,Não,Não
3503703,Não,Não,Não,Não,Não,Não
3503802,Sim,Não,Não,Não,Não,Não
3503901,Não,Sim,Não,Não,Sim,Sim
3503950,Não,Não,Não,Não,Não,Não
3504008,Não,Sim,Sim,Sim,Sim,Não
3504107,Sim,Sim,Sim,Sim,Sim,Sim
3504206,Não,Não,Não,Não,Não,Não
3504305,Não,Não,Não,Não,Não,Não
3504404,Sim,Não,Sim,Não sabe,Não sabe,Não
3504503,Não,Sim,Sim,Sim,Sim,Não
3504602,Não,Não,Não,Não,Não,Não
3504701,Não,Não,Não,Não,Não,Não
3504800,Não,Não,Não,Não,Não,Não
3504909,Sim,Não,Não,Não sabe,Não,Não
3505005,Não,Não,Não,Não,Sim,Sim
3505104,Não,Não,Não,Não,Não,Não
3505203,Não,Não,Não,Não,Não,Não
3505302,Não,Não sabe,Sim,Não,Sim,Não
3505351,Não,Sim,Sim,Sim,Sim,Não
3505401,Não,Sim,Não,Sim,Sim,Sim
3505500,Não,Sim,Não,Sim,Sim,Não
3505609,Não,Não,Não,Não,Não,Não
3505708,Sim,Sim,Sim,Sim,Sim,Sim
3505807,Não,Não,Não,Não,Não,Não
3505906,Não,Não,Não,Sim,Sim,Não
3506003,Sim,Sim,Sim,Sim,Sim,Não
3506102,Não,Não,Não,Não,Sim,Não
3506201,Não,Não,Não,Não,Não,Não
3506300,Sim,Não sabe,Não sabe,Não sabe,Não sabe,Não
3506359,Não,Sim,Sim,Sim,Sim,Sim
3506409,Não,Não,Não,Não,Não,Não
3506508,Sim,Sim,Não,Não,Não,Não
3506607,Não,Não,Não,Não,Não,Não
3506706,Não,Sim,Não,Sim,Sim,Sim
3506805,Não,Não,Não,Sim,Sim,Não
3506904,Sim,Sim,Sim,Não,Sim,Não
3507001,Não,Sim,Não,Sim,Não,Não
3507100,Sim,Sim,Não,Não,Sim,Sim
3507159,Sim,Não,Não sabe,Não,Não,Não sabe
3507209,Não,Não,Sim,Não,Não,Não
3507308,Não,Não,Não,Não,Sim,Não
3507407,Não,Não,Não,Não,Não,Não
3507456,Não,Sim,Não,Não,Sim,Não
3507506,Não,Sim,Não,Sim,Não,Não
3507605,Não,Sim,Não,Sim,Não,Não
3507704,Não,Não,Sim,Não,Não,Não sabe
3507753,Não,Não,Não,Não,Não,Não
3507803,Sim,Não,Não sabe,Não,Sim,Sim
3507902,Não,Não,Não,Sim,Não,Sim
3508009,Não,Sim,Não,Sim,Sim,Não
3508108,Não,Sim,Não,Sim,Sim,Não
3508207,Não,Não,Não,Não,Não,Não
3508306,Não,Não,Sim,Não,Sim,Não
3508405,Sim,Sim,Não,Sim,Não,Sim
3508504,Não,Sim,Não,Não,Sim,Sim
3508603,Não,Não,Não,Não,Sim,Sim
3508702,Não,Sim,Não,Não,Sim,Não
3508801,Não sabe,Não sabe,Não sabe,Não,Não,Não
3508900,Não,Não,Não,Não,Não,Não
3509007,Não,Sim,Não,Sim,Sim,Sim
3509106,Não,Não,Não,Não,Não,Não
3509205,Sim,Sim,Sim,Sim,Sim,Sim
3509254,Não,Sim,Não,Sim,Não,Sim
3509304,Não,Não,Sim,Não,Não,Não
3509403,Sim,Não,Não,Não,Não,Não
3509452,Não,Sim,Não,Sim,Sim,Não
3509502,Sim,Sim,Não,Sim,Sim,Não
3509601,Não,Sim,Sim,Sim,Sim,Sim
3509700,Sim,Sim,Sim,Não,Não,Sim
3509809,Sim,Não,Sim,Sim,Sim,Não
3509908,Não,Sim,Sim,Sim,Sim,Sim
3509957,Não,Sim,Não,Sim,Sim,Não
3510005,Não,Não,Não,Não,Não,Não
3510104,Sim,Não,Não,Não,Não,Não
3510153,Não,Sim,Não,Não,Sim,Não sabe
3510203,Não,Não,Não,Não,Não,Não
3510302,Não,Não,Não,Não,Sim,Não
3510401,Não,Sim,Não,Sim,Sim,Não
3510500,Não,Sim,Não,Não sabe,Não,Não sabe
3510609,Não,Sim,Não,Sim,Sim,Sim
3510708,Não,Não,Não,Não,Sim,Não
3510807,Sim,Não,Não,Não,Não,Não
